Date,Open,High,Low,Close,Volume,Change
2002-12-09,6442,6497,6329,6378,3591919,-0.01543686322939175
2002-12-10,6286,6342,6243,6337,4248440,-0.006428347444339955
2002-12-11,6350,6350,6244,6288,2996695,-0.007732365472621128
2002-12-12,6305,6395,6294,6378,5235616,0.014312977099236734
2002-12-13,6363,6370,6279,6385,3311764,0.0010975227343994476
2002-12-16,6289,6289,6198,6217,3568124,-0.02631166797180895
2002-12-17,6300,6373,6294,6367,3881736,0.024127392633102707
2002-12-18,6271,6428,6264,6407,4386787,0.0062823935919584795
2002-12-20,6363,6440,6341,6435,3689259,0.004370220071796549
2002-12-23,6415,6450,6257,6274,3807071,-0.025019425019425
2002-12-24,6221,6279,6100,6129,3518119,-0.02311125278928916
2002-12-26,6102,6159,6030,6137,3719682,0.0013052700277369489
2002-12-27,6038,6132,6005,6024,2595826,-0.018412905328336282
2002-12-30,5964,6000,5650,5791,3788570,-0.03867861885790169
2003-01-02,5864,5864,5720,5816,2930735,0.0043170436884820695
2003-01-03,5961,6070,5925,6066,3211730,0.04298486932599732
2003-01-06,6023,6132,6015,6123,3930028,0.009396636993076246
2003-01-07,6237,6237,5965,5986,4093879,-0.022374652947901308
2003-01-08,6009,6051,5959,5994,3157679,0.0013364517206815307
2003-01-09,5948,5948,5784,5816,3686436,-0.02969636302969636
2003-01-10,5871,5926,5687,5764,4658111,-0.008940852819807388
2003-01-13,5747,5952,5725,5959,2946993,0.03383067314365018
2003-01-14,5930,5996,5868,5983,2475604,0.004027521396207323
2003-01-15,6017,6054,5893,5931,2547077,-0.008691291993982997
2003-01-16,5868,5973,5824,5977,2817167,0.007755859045692093
2003-01-17,5899,5954,5825,5840,2722779,-0.02292119792538061
2003-01-20,5714,5825,5714,5825,2229537,-0.0025684931506849695
2003-01-21,5813,5820,5705,5795,2824657,-0.0051502145922747156
2003-01-22,5748,5794,5640,5703,3426975,-0.01587575496117344
2003-01-23,5693,5763,5649,5764,3456177,0.010696124846572008
2003-01-24,5759,5783,5554,5597,2633798,-0.02897293546148505
2003-01-27,5499,5506,5399,5440,2501134,-0.028050741468643947
2003-01-28,5381,5498,5381,5511,2176637,0.013051470588235192
2003-01-29,5519,5527,5306,5337,2833813,-0.031573217201959713
2003-01-30,5347,5428,5326,5399,2952380,0.011617013303353962
2003-02-03,5399,5514,5326,5483,2164170,0.015558436747545867
2003-02-04,5499,5506,5428,5483,2323392,0.0
2003-02-05,5434,5541,5413,5490,2050006,0.001276673354003277
2003-02-06,5477,5492,5333,5370,2737552,-0.021857923497267784
2003-02-07,5335,5354,5174,5263,2908480,-0.01992551210428306
2003-02-10,5212,5284,5198,5292,2542508,0.00551016530495918
2003-02-11,5284,5346,5092,5249,2895434,-0.008125472411186663
2003-02-12,5173,5317,5173,5337,2032267,0.016765098113926458
2003-02-13,5324,5352,5198,5227,2382381,-0.020610830054337614
2003-02-14,5198,5258,5156,5269,1995896,0.008035201836617656
2003-02-17,5370,5521,5370,5533,2345187,0.050104384133611735
2003-02-18,5548,5548,5429,5549,2543861,0.0028917404662931467
2003-02-19,5590,5654,5498,5511,2919444,-0.006848080735267659
2003-02-20,5475,5559,5475,5575,2033304,0.01161313736164038
2003-02-21,5563,5570,5464,5549,2219694,-0.0046636771300448965
2003-02-24,5562,5705,5562,5696,3443164,0.026491259686429958
2003-02-25,5592,5598,5457,5470,3112244,-0.0396769662921348
2003-02-26,5477,5492,5412,5428,1925113,-0.007678244972577741
2003-02-27,5375,5382,5291,5364,2680749,-0.01179071481208549
2003-02-28,5353,5398,5253,5292,2226160,-0.01342281879194629
2003-03-03,5292,5434,5292,5440,1463130,0.027966742252456545
2003-03-04,5361,5361,5268,5298,2634988,-0.026102941176470607
2003-03-05,5232,5232,5118,5176,3318912,-0.023027557568893964
2003-03-06,5197,5197,5090,5134,3534799,-0.008114374034003058
2003-03-07,5060,5126,5042,5072,2610556,-0.01207635372029603
2003-03-10,5035,5105,5029,5093,5234713,0.004140378548895818
2003-03-11,5031,5031,4951,4996,2510212,-0.01904574906734735
2003-03-12,4960,4992,4915,4979,3377990,-0.003402722177742179
2003-03-13,4977,4977,4786,4850,4651858,-0.02590881703153247
2003-03-14,5056,5086,4985,5027,2542406,0.0364948453608247
2003-03-17,4984,5015,4779,4837,4617502,-0.03779590212850603
2003-03-18,4991,5048,4920,5043,4580458,0.04258838122803388
2003-03-19,5034,5119,4998,5065,2733123,0.004362482649216792
2003-03-20,5105,5267,5105,5286,4701609,0.04363277393879561
2003-03-21,5291,5362,5241,5357,2283548,0.013431706394249066
2003-03-24,5390,5390,5268,5298,2241531,-0.011013627030054152
2003-03-25,5111,5190,5105,5163,2763251,-0.025481313703284214
2003-03-26,5198,5247,5105,5154,2122572,-0.0017431725740848503
2003-03-27,5111,5119,5060,5114,1603538,-0.007760962359332546
2003-03-28,5105,5155,5047,5169,1173714,0.010754790770434175
2003-03-31,5056,5100,4977,4996,3409524,-0.0334687560456568
2003-04-01,4959,4992,4887,4996,2889691,0.0
2003-04-02,5015,5042,4934,5059,1601723,0.012610088070456271
2003-04-03,5143,5168,5056,5093,1985019,0.006720695789681708
2003-04-04,5027,5187,4963,5191,2863772,0.019242096995876645
2003-04-07,5300,5493,5234,5470,3532810,0.053746869581968726
2003-04-08,5377,5522,5335,5457,3437424,-0.002376599634369314
2003-04-09,5391,5413,5291,5314,2766285,-0.026204874473153783
2003-04-10,5284,5374,5259,5343,2244328,0.005457282649604878
2003-04-11,5335,5549,5312,5406,3427589,0.011791128579449639
2003-04-14,5463,5619,5463,5533,3502966,0.023492415834258207
2003-04-15,5603,5638,5554,5611,3182281,0.014097234773179146
2003-04-16,5688,5801,5688,5778,4571613,0.02976296560327918
2003-04-17,5706,5752,5677,5703,2177370,-0.012980269989615767
2003-04-18,5778,5806,5720,5816,3292820,0.019814132912502114
2003-04-21,5760,5819,5720,5801,4610856,-0.0025790921595598704
2003-04-22,5738,5738,5583,5611,3516371,-0.03275297362523699
2003-04-23,5639,5683,5554,5581,2442777,-0.005346640527535196
2003-04-24,5571,5598,5441,5478,3510051,-0.018455473929403388
2003-04-25,5352,5373,5224,5286,5024336,-0.035049288061336226
2003-04-28,5204,5317,5198,5298,2538782,0.002270147559591429
2003-04-29,5437,5604,5394,5598,2822303,0.05662514156285381
2003-04-30,5591,5627,5539,5590,3191778,-0.0014290818149339524
2003-05-02,5586,5604,5408,5583,5451845,-0.001252236135957041
2003-05-06,5621,5673,5591,5622,2819291,0.006985491671144484
2003-05-07,5674,5761,5636,5739,3905765,0.020811099252934895
2003-05-09,5676,5773,5654,5785,2269267,0.008015333681826053
2003-05-12,5880,5937,5865,5877,3050241,0.015903197925669854
2003-05-13,5888,5901,5690,5701,2934208,-0.029947251999319358
2003-05-14,5664,5724,5612,5649,2480256,-0.009121206805823512
2003-05-15,5665,5752,5613,5747,2286244,0.017348203221809078
2003-05-16,5702,5759,5613,5658,2283881,-0.015486340699495393
2003-05-19,5591,5591,5476,5497,3533023,-0.028455284552845517
2003-05-20,5414,5553,5392,5571,2609738,0.013461888302710667
2003-05-21,5548,5571,5499,5549,1756520,-0.003949021719619417
2003-05-22,5521,5623,5446,5482,2788619,-0.012074247612182343
2003-05-23,5540,5657,5540,5666,2248239,0.03356439255746069
2003-05-26,5614,5739,5614,5694,1879374,0.004941757853865081
2003-05-27,5689,5724,5612,5666,1992042,-0.004917456972251544
2003-05-28,5778,5826,5759,5810,4447382,0.025414754677020923
2003-05-29,5760,5887,5760,5846,2951693,0.0061962134251289935
2003-05-30,5843,5872,5794,5846,1973491,0.0
2003-06-02,5929,6005,5929,6017,2986657,0.02925076975709895
2003-06-03,5951,5951,5850,5899,2321788,-0.019611101878012294
2003-06-04,5938,5938,5835,5914,2290792,0.0025428038650618934
2003-06-05,5959,5980,5922,5935,1701904,0.003550896178559304
2003-06-09,5895,6031,5895,6017,1780953,0.01381634372367313
2003-06-10,5958,6047,5951,6054,1865836,0.006149243809207228
2003-06-11,6083,6111,6015,6038,2149082,-0.0026428807400066257
2003-06-12,6111,6119,6062,6118,2061698,0.01324942033786014
2003-06-13,6158,6215,6077,6164,2288284,0.007518796992481258
2003-06-16,6128,6142,6054,6095,1492322,-0.011194029850746245
2003-06-17,6215,6274,6202,6253,2644593,0.025922887612797485
2003-06-18,6221,6300,6206,6258,1657660,0.0007996161842316329
2003-06-19,6271,6404,6271,6411,1968387,0.024448705656759273
2003-06-20,6344,6391,6330,6381,1413793,-0.004679457182966806
2003-06-23,6361,6361,6238,6265,1699764,-0.01817896881366554
2003-06-24,6158,6181,6129,6164,2150071,-0.01612130885873908
2003-06-25,6179,6272,6171,6280,1620800,0.018818948734588004
2003-06-26,6221,6316,6187,6303,1411948,0.0036624203821655765
2003-06-27,6369,6399,6288,6325,2325523,0.003490401396160525
2003-06-30,6289,6289,6203,6239,2147217,-0.013596837944664042
2003-07-01,6186,6265,6148,6280,1114688,0.00657156595608277
2003-07-02,6313,6391,6313,6381,1713877,0.016082802547770614
2003-07-03,6462,6496,6366,6388,2363333,0.0010970067387556792
2003-07-04,6369,6456,6369,6471,1258201,0.01299311208515963
2003-07-07,6516,6577,6488,6590,1667188,0.018389738834801328
2003-07-08,6648,6683,6576,6640,2119855,0.007587253414264028
2003-07-09,6623,6630,6560,6597,2455922,-0.006475903614457823
2003-07-10,6550,6619,6529,6567,1550618,-0.004547521600727578
2003-07-11,6470,6559,6441,6567,1387361,0.0
2003-07-14,6582,6724,6574,6719,2189475,0.0231460331962845
2003-07-15,6726,6748,6628,6640,1995090,-0.011757702038993845
2003-07-16,6674,6735,6622,6690,2060398,0.0075301204819278045
2003-07-18,6577,6589,6493,6541,1986805,-0.02227204783258596
2003-07-21,6549,6549,6454,6477,1098980,-0.009784436630484672
2003-07-22,6458,6537,6421,6547,1419440,0.01080747259533732
2003-07-23,6558,6558,6471,6503,1168826,-0.006720635405529252
2003-07-24,6466,6585,6452,6597,1218573,0.014454866984468628
2003-07-25,6509,6584,6493,6590,1172642,-0.0010610883735031607
2003-07-28,6619,6724,6619,6712,1341604,0.018512898330804273
2003-07-29,6709,6762,6689,6771,1384244,0.008790226460071437
2003-07-30,6735,6768,6684,6690,1094738,-0.011962782454585708
2003-07-31,6665,6726,6648,6674,2023570,-0.0023916292974588416
2003-08-01,6694,6834,6694,6841,2110210,0.025022475277195033
2003-08-04,6773,6787,6732,6754,1333439,-0.01271743897091071
2003-08-05,6761,6812,6754,6780,771059,0.0038495706248149464
2003-08-06,6701,6701,6612,6640,1588565,-0.020648967551622377
2003-08-07,6610,6640,6573,6655,952730,0.0022590361445782303
2003-08-08,6665,6665,6577,6590,1276773,-0.009767092411720468
2003-08-11,6554,6585,6466,6597,1706834,0.0010622154779968973
2003-08-12,6611,6619,6542,6574,855147,-0.003486433227224528
2003-08-13,6619,6706,6594,6719,984246,0.022056586553087953
2003-08-14,6700,6754,6682,6762,1159337,0.006399761869325893
2003-08-18,6780,6881,6780,6874,1500731,0.016563146997929712
2003-08-19,6979,6979,6910,6956,1485201,0.011929007855688178
2003-08-20,6933,6980,6904,6926,832859,-0.004312823461759652
2003-08-21,6933,7087,6933,7102,2231367,0.02541149292520939
2003-08-22,7081,7125,7058,7079,1089457,-0.0032385243593353596
2003-08-25,7059,7138,7059,7116,2639499,0.005226726938833082
2003-08-26,7087,7087,7030,7072,811679,-0.006183249016301295
2003-08-27,7093,7154,7093,7131,1002874,0.008342760180995556
2003-08-28,7146,7168,7023,7044,1053828,-0.012200252419015567
2003-08-29,7094,7116,6999,7116,1112810,0.010221465076660996
2003-09-01,7117,7162,7103,7167,1547501,0.007166947723440176
2003-09-02,7219,7219,7154,7196,630985,0.004046323426817322
2003-09-03,7217,7240,7166,7178,1402560,-0.002501389660922726
2003-09-04,7193,7214,7155,7167,591918,-0.0015324602953469268
2003-09-05,7184,7213,7131,7146,1070285,-0.0029300962745918424
2003-09-08,7101,7137,7101,7137,1132722,-0.0012594458438287548
2003-09-09,7154,7279,7147,7217,1183092,0.011209191537060459
2003-09-15,7198,7212,7071,7085,6169400,-0.018290148261050243
2003-09-16,7071,7160,7049,7172,711080,0.0122794636556105
2003-09-17,7217,7241,7166,7188,996006,0.002230897936419396
2003-09-18,7184,7213,7094,7116,629372,-0.01001669449081799
2003-09-19,7177,7201,6973,6994,1115312,-0.017144463181562708
2003-09-22,6948,6948,6681,6696,1483760,-0.04260794967114667
2003-09-23,6664,6741,6584,6740,1861467,0.00657108721624855
2003-09-24,6747,6787,6699,6792,1574471,0.007715133531157381
2003-09-25,6656,6688,6544,6640,1801318,-0.0223792697290931
2003-09-26,6576,6641,6536,6554,787271,-0.012951807228915646
2003-09-29,6524,6544,6443,6524,860492,-0.004577357339029642
2003-09-30,6552,6635,6492,6524,864914,0.0
2003-10-01,6478,6613,6451,6625,960569,0.015481299816063832
2003-10-02,6725,6748,6641,6727,949645,0.015396226415094416
2003-10-06,6812,6834,6761,6780,1044620,0.007878697785045352
2003-10-07,6845,6845,6772,6814,700623,0.005014749262536977
2003-10-08,6855,6855,6748,6762,1499105,-0.007631347226298768
2003-10-09,6739,6924,6739,6888,1561774,0.01863354037267073
2003-10-10,6918,7185,6889,7167,2443161,0.04050522648083632
2003-10-13,7114,7249,7057,7172,6062476,0.0006976419701409942
2003-10-14,7217,7306,7197,7265,2301938,0.01296709425543785
2003-10-15,7308,7317,7206,7217,1322865,-0.006607019958706162
2003-10-16,7191,7358,7160,7350,2513234,0.018428709990300662
2003-10-17,7351,7439,7284,7307,1510322,-0.005850340136054455
2003-10-20,7261,7386,7261,7395,1451877,0.012043246202271707
2003-10-21,7423,7452,7336,7386,1358923,-0.0012170385395537942
2003-10-22,7386,7423,7326,7386,1365923,0.0
2003-10-23,7286,7286,7088,7123,2317335,-0.03560790685079884
2003-10-24,7086,7182,7023,7092,1672852,-0.00435209883476062
2003-10-27,7131,7184,7102,7196,1404270,0.014664410603496991
2003-10-28,7181,7423,7181,7386,3264478,0.026403557531962107
2003-10-29,7467,7549,7408,7424,1985732,0.005144868670457603
2003-10-30,7439,7499,7394,7507,2159195,0.011179956896551824
2003-10-31,7506,7506,7351,7446,2135303,-0.008125749300652685
2003-11-03,7393,7541,7387,7553,2015313,0.01437013161428946
2003-11-04,7607,7644,7506,7546,2497301,-0.000926784059314234
2003-11-05,7522,7667,7522,7680,2290865,0.017757752451629916
2003-11-06,7666,7712,7499,7510,2173783,-0.02213541666666663
2003-11-07,7533,7637,7491,7649,2673456,0.018508655126497908
2003-11-10,7616,7616,7466,7546,2685325,-0.013465812524512955
2003-11-11,7481,7490,7399,7469,3219410,-0.010204081632653073
2003-11-12,7458,7572,7452,7576,2131419,0.014325880305261718
2003-11-13,7638,7719,7631,7729,2652314,0.02019535374868009
2003-11-14,7719,7789,7688,7717,2910503,-0.0015525941260189358
2003-11-17,7630,7630,7498,7546,2784689,-0.022158870027212618
2003-11-18,7506,7637,7482,7649,2921133,0.013649615690431993
2003-11-19,7533,7533,7300,7334,6336476,-0.04118185383710293
2003-11-20,7365,7388,7249,7327,3557707,-0.0009544586855740889
2003-11-21,7256,7388,7249,7327,2666915,0.0
2003-11-24,7265,7309,7138,7161,3112067,-0.022655930121468493
2003-11-25,7284,7316,7250,7307,3690503,0.020388213936600952
2003-11-26,7299,7458,7299,7469,2587376,0.0221705214178185
2003-11-27,7460,7467,7388,7439,3025684,-0.0040166019547462906
2003-11-28,7425,7594,7425,7602,3113907,0.02191154725097455
2003-12-01,7606,7738,7532,7722,3813793,0.015785319652722896
2003-12-02,7747,7755,7667,7680,3041893,-0.00543900543900544
2003-12-03,7652,7763,7625,7680,3032935,0.0
2003-12-04,7633,7685,7601,7644,1968289,-0.004687499999999956
2003-12-05,7616,7616,7452,7469,2715969,-0.022893772893772923
2003-12-08,7373,7467,7337,7424,2546994,-0.006024902932119436
2003-12-09,7438,7491,7407,7446,3405104,0.002963362068965525
2003-12-10,7350,7547,7307,7560,2308737,0.015310233682514163
2003-12-11,7532,7616,7498,7569,2660870,0.0011904761904761862
2003-12-12,7607,7652,7566,7649,2351587,0.010569427929713271
2003-12-15,7718,7780,7710,7789,2361975,0.018303046149823476
2003-12-16,7673,7719,7616,7649,2541773,-0.017974065990499444
2003-12-17,7695,7704,7533,7546,2434347,-0.013465812524512955
2003-12-18,7548,7630,7514,7611,2311377,0.008613835144447357
2003-12-19,7658,7726,7653,7664,1775852,0.00696360530810658
2003-12-22,7617,7720,7598,7611,1930675,-0.0069154488517745305
2003-12-23,7633,7698,7588,7602,1785408,-0.0011824990145841152
2003-12-24,7617,7652,7506,7517,1335191,-0.01118126808734543
2003-12-26,7498,7532,7457,7498,1647312,-0.002527604097379288
2003-12-29,7483,7683,7483,7672,4380719,0.02320618831688459
2003-12-30,7714,7866,7714,7835,2921187,0.02124608967674657
2004-01-02,7866,7977,7866,7974,1722258,0.017740906190172323
2004-01-05,7918,8008,7903,7974,1489162,0.0
2004-01-06,8064,8087,7949,7974,1533515,0.0
2004-01-07,8000,8073,8000,8049,1187310,0.009405568096312988
2004-01-08,8048,8147,8048,8080,996413,0.003851410113057563
2004-01-09,8152,8280,8152,8228,1541592,0.018316831683168333
2004-01-12,8220,8326,8177,8302,1310639,0.008993680116674785
2004-01-13,8310,8319,8220,8273,1435091,-0.003493134184533897
2004-01-14,8244,8348,8226,8332,1539959,0.007131633023087058
2004-01-15,8310,8362,8210,8250,1352674,-0.009841574651944351
2004-01-16,8303,8335,8245,8273,987774,0.0027878787878787836
2004-01-19,8335,8387,8311,8381,1175458,0.01305451468632901
2004-01-20,8372,8423,8350,8390,1397388,0.0010738575349003021
2004-01-26,8365,8500,8365,8493,1240554,0.012276519666269303
2004-01-27,8528,8557,8423,8435,1279426,-0.006829153420463863
2004-01-28,8415,8474,8380,8419,1219350,-0.0018968583283935914
2004-01-29,8372,8372,8298,8346,1201668,-0.00867086352298374
2004-01-30,8348,8377,8259,8287,1165443,-0.007069254732806174
2004-02-02,8236,8334,8236,8338,661906,0.0061542174490165635
2004-02-03,8324,8324,8168,8191,1081637,-0.01763012712880785
2004-02-04,8152,8215,8128,8172,722013,-0.0023196190941277006
2004-02-05,8129,8211,8129,8213,943367,0.0050171316691141055
2004-02-06,8212,8336,8196,8346,2572599,0.01619383903567506
2004-02-09,8379,8467,8379,8470,1173166,0.01485741672657559
2004-02-10,8460,8504,8386,8470,970687,0.0
2004-02-11,8489,8584,8489,8580,1365830,0.01298701298701288
2004-02-12,8601,8647,8549,8589,844681,0.0010489510489510856
2004-02-13,8542,8647,8520,8654,805742,0.007567819303760714
2004-02-16,8615,8675,8584,8640,1027000,-0.0016177490177952114
2004-02-17,8662,8697,8630,8661,710090,0.0024305555555554914
2004-02-18,8683,8698,8576,8595,1060551,-0.007620367163145181
2004-02-19,8595,8647,8561,8589,2320459,-0.0006980802792321272
2004-02-20,8569,8589,8534,8595,540587,0.0006985679357316421
2004-02-23,8560,8599,8486,8610,810531,0.0017452006980802626
2004-02-24,8562,8562,8452,8470,3045231,-0.016260162601625994
2004-02-25,8461,8513,8439,8501,449890,0.003659976387249131
2004-02-26,8561,8561,8421,8460,1067893,-0.004822962004470077
2004-02-27,8446,8631,8428,8647,1388273,0.022104018912529444
2004-03-02,8707,8789,8707,8795,3002997,0.017115762692263115
2004-03-03,8705,8794,8705,8764,3365171,-0.0035247299602046978
2004-03-04,8773,8905,8773,8917,1081737,0.01745778183477853
2004-03-05,8968,8968,8856,8868,1050706,-0.005495121677694281
2004-03-08,8906,8906,8802,8820,557616,-0.005412719891745632
2004-03-09,8706,8751,8700,8723,803113,-0.010997732426303863
2004-03-10,8682,8688,8554,8572,3372007,-0.017310558294164835
2004-03-11,8472,8582,8472,8572,3435870,0.0
2004-03-12,8534,8549,8105,8316,3181093,-0.029864675688287434
2004-03-15,8364,8395,8304,8346,785488,0.003607503607503615
2004-03-16,8282,8298,8197,8259,1343035,-0.01042415528396834
2004-03-17,8324,8561,8324,8559,2546492,0.03632401017072295
2004-03-18,8607,8607,8504,8544,925270,-0.001752541184717793
2004-03-19,8590,8631,8520,8647,712681,0.012055243445692865
2004-03-22,8597,8604,8416,8427,1597554,-0.025442349947958798
2004-03-23,8342,8482,8303,8470,2270217,0.0051026462560817
2004-03-24,8423,8461,8380,8435,870345,-0.004132231404958664
2004-03-25,8429,8498,8328,8346,670571,-0.010551274451689352
2004-03-26,8453,8558,8447,8485,1223393,0.016654684878983916
2004-03-29,8497,8601,8497,8589,711248,0.0122569239835002
2004-03-30,8621,8621,8540,8559,864737,-0.0034928396786587657
2004-03-31,8593,8652,8510,8616,1228616,0.006659656501927902
2004-04-01,8590,8662,8562,8678,1247461,0.007195914577530216
2004-04-02,8690,8722,8654,8708,1032428,0.003457017746024471
2004-04-06,8788,8883,8788,8882,2380112,0.019981626090950888
2004-04-07,8855,8959,8848,8934,1217372,0.00585453726638141
2004-04-08,8934,8973,8899,8960,901315,0.002910230579807438
2004-04-09,8921,8921,8809,8838,865664,-0.013616071428571463
2004-04-12,8799,9059,8799,9003,1383070,0.018669382213170493
2004-04-13,9047,9053,8952,8960,819738,-0.004776185715872461
2004-04-14,8913,8994,8842,8940,1455444,-0.0022321428571429047
2004-04-16,8893,8893,8752,8780,3315461,-0.017897091722595126
2004-04-19,8725,8803,8679,8804,924690,0.0027334851936218207
2004-04-20,8834,8952,8802,8960,1568318,0.017719218537028514
2004-04-21,8860,9076,8854,9039,1751220,0.008816964285714324
2004-04-22,9001,9075,8940,8989,2020591,-0.0055315853523619785
2004-04-23,9075,9105,9001,9083,2054106,0.010457225497830791
2004-04-26,9100,9100,8925,8940,1188161,-0.015743697016404323
2004-04-27,8919,8958,8883,8901,1101205,-0.004362416107382527
2004-04-28,8893,8926,8706,8723,1601404,-0.019997753061453793
2004-04-29,8668,8691,8447,8481,1717595,-0.02774274905422447
2004-04-30,8396,8462,8267,8339,1533383,-0.016743308572102378
2004-05-03,8364,8388,8281,8377,1109958,0.004556901307111172
2004-05-04,8417,8486,8365,8458,1902159,0.009669332696669475
2004-05-06,8433,8433,8103,8137,1674326,-0.03795223457082053
2004-05-07,8095,8153,7948,8150,2002671,0.0015976404080126905
2004-05-10,8002,8053,7425,7631,2466297,-0.06368098159509206
2004-05-11,7596,7739,7516,7631,2342181,0.0
2004-05-12,7725,7873,7711,7870,1643322,0.03131961735028166
2004-05-13,7799,7859,7595,7662,1342546,-0.02642947903430748
2004-05-14,7687,7710,7223,7373,4874577,-0.037718611328634855
2004-05-17,7328,7417,6980,7030,1479024,-0.04652109046521091
2004-05-18,6879,7194,6879,7183,1989106,0.021763869132290115
2004-05-19,7253,7628,7246,7555,1831316,0.051788946122789836
2004-05-20,7440,7596,7291,7373,1812422,-0.024090006618133653
2004-05-21,7458,7573,7378,7571,4156111,0.026854740268547506
2004-05-24,7664,7702,7595,7669,1615239,0.012944128912957265
2004-05-25,7581,7581,7394,7453,1854975,-0.02816534098317902
2004-05-27,7588,7789,7588,7714,1693443,0.035019455252918386
2004-05-28,7812,7843,7724,7853,1215348,0.018019185895773893
2004-05-31,7845,7968,7589,7976,1550504,0.015662804023939936
2004-06-01,7754,7852,7712,7828,977553,-0.018555667001002973
2004-06-02,7738,7768,7629,7693,1469189,-0.01724578436382218
2004-06-03,7745,7790,7357,7373,2599091,-0.04159625633692965
2004-06-04,7387,7467,7326,7453,1789746,0.01085040010850391
2004-06-07,7483,7768,7483,7766,1629291,0.04199651147189054
2004-06-08,7834,7878,7724,7759,1842505,-0.0009013649240278143
2004-06-09,7820,7865,7603,7622,1906038,-0.01765691455084417
2004-06-10,7529,7589,7401,7439,2157405,-0.024009446339543383
2004-06-11,7448,7448,7052,7073,2821152,-0.04920016131200433
2004-06-14,6999,7209,6932,7010,2416361,-0.00890711155096846
2004-06-15,7040,7151,6888,7158,1956524,0.021112696148359422
2004-06-16,7143,7338,7112,7150,1842919,-0.0011176306230791244
2004-06-17,7194,7228,7065,7243,1160776,0.013006993006992928
2004-06-18,7182,7182,6981,7062,1269419,-0.02498964517465141
2004-06-21,7068,7249,7068,7171,1493128,0.015434721042197674
2004-06-22,7119,7196,6984,7206,2571223,0.004880769767117599
2004-06-23,7217,7255,7046,7104,1761655,-0.014154870940882636
2004-06-24,7216,7320,7171,7333,1624780,0.032235360360360454
2004-06-25,7334,7492,7297,7477,1500658,0.019637256238919987
2004-06-28,7458,7465,7304,7401,1428480,-0.010164504480406622
2004-06-29,7336,7484,7306,7485,1476555,0.011349817592217315
2004-06-30,7538,7570,7461,7579,1910600,0.012558450233800977
2004-07-01,7581,7628,7467,7485,1348378,-0.012402691647974695
2004-07-02,7378,7378,7239,7252,1340037,-0.031128924515698042
2004-07-05,7254,7278,7118,7271,1314681,0.002619966905681226
2004-07-06,7203,7321,7203,7326,1292499,0.0075642965204236745
2004-07-07,7173,7292,7060,7305,1898490,-0.002866502866502918
2004-07-08,7240,7254,7111,7125,1413306,-0.024640657084188944
2004-07-09,7111,7180,7090,7141,1256306,0.0022456140350877174
2004-07-12,7172,7261,7089,7133,1661446,-0.0011202912757316552
2004-07-13,7150,7189,7083,7198,1723788,0.009112575353988461
