Open,High,Low,Close,Volume,Adj Close
4647.43994140625,4690.0,4519.0498046875,4589.31982421875,24900,4589.31982421875
4635.740234375,4689.6201171875,4610.0,4674.22021484375,14000,4674.22021484375
4605.919921875,4670.0,4590.0,4639.52978515625,16300,4639.52978515625
4668.27978515625,4821.27001953125,4668.27978515625,4796.81982421875,20600,4796.81982421875
4817.4599609375,4828.27001953125,4758.0,4763.169921875,15900,4763.169921875
4717.4599609375,4849.97021484375,4717.4599609375,4828.52978515625,14600,4828.52978515625
4850.0,4934.990234375,4794.31982421875,4914.509765625,22300,4914.509765625
4960.0,4973.43017578125,4832.33984375,4934.0,13300,4934.0
4873.14013671875,5047.7900390625,4873.14013671875,4992.240234375,16000,4992.240234375
4992.240234375,5058.259765625,4970.6201171875,4989.72021484375,17400,4989.72021484375
5038.7998046875,5106.47021484375,4974.5498046875,4999.16015625,13600,4999.16015625
4981.0,5014.990234375,4922.93994140625,4928.89990234375,17200,4928.89990234375
4960.0,5037.0,4900.990234375,5024.06982421875,14500,5024.06982421875
5028.0,5081.68994140625,4995.93017578125,5020.2900390625,16100,5020.2900390625
5033.0,5075.60986328125,4953.169921875,5039.18994140625,13300,5039.18994140625
4990.22021484375,5089.0,4990.22021484375,5069.06005859375,10100,5069.06005859375
5100.0,5176.18994140625,5037.5,5112.22021484375,9500,5112.22021484375
5067.81982421875,5149.990234375,5067.81982421875,5122.009765625,10100,5122.009765625
5101.2099609375,5131.93017578125,5001.009765625,5021.419921875,18500,5021.419921875
5199.0,5349.990234375,5151.16015625,5270.0,32700,5270.0
5276.259765625,5376.0,5185.1201171875,5357.919921875,24400,5357.919921875
5330.509765625,5500.0,5304.27978515625,5405.669921875,43400,5405.669921875
5307.31005859375,5359.72021484375,5200.0,5281.33984375,39500,5281.33984375
5245.0,5245.0,5116.990234375,5149.43994140625,52000,5149.43994140625
5112.0,5214.419921875,5039.02001953125,5164.89990234375,37800,5164.89990234375
5132.25,5132.25,4988.990234375,5014.9599609375,25000,5014.9599609375
5069.4501953125,5110.0,5045.6201171875,5050.4599609375,26200,5050.4599609375
5032.8798828125,5099.52001953125,5019.7099609375,5078.25,14700,5078.25
5092.91015625,5200.0,5090.7001953125,5199.990234375,22600,5199.990234375
5160.6201171875,5208.10009765625,5112.89013671875,5119.91015625,21400,5119.91015625
5074.77978515625,5197.93017578125,5067.2900390625,5160.9599609375,19800,5160.9599609375
5097.490234375,5156.25,5056.509765625,5119.9599609375,18900,5119.9599609375
5085.66015625,5112.60009765625,5015.2001953125,5098.14013671875,24300,5098.14013671875
5070.0498046875,5139.990234375,5000.89990234375,5018.22998046875,27800,5018.22998046875
5058.43017578125,5095.169921875,5040.0,5057.72998046875,17800,5057.72998046875
5078.2998046875,5143.02001953125,5044.97998046875,5129.58984375,25300,5129.58984375
5030.2001953125,5213.64990234375,5021.72998046875,5132.47021484375,26200,5132.47021484375
5197.1298828125,5215.64013671875,5133.7998046875,5166.93017578125,21100,5166.93017578125
5121.2998046875,5225.89990234375,5120.16015625,5173.6201171875,29700,5173.6201171875
5154.0,5213.89990234375,5125.56982421875,5138.91015625,17600,5138.91015625
5122.7001953125,5237.33984375,5089.43994140625,5217.41015625,22500,5217.41015625
5260.0,5268.0,5218.22021484375,5247.10009765625,16000,5247.10009765625
5265.0,5297.990234375,5230.0,5244.97998046875,22800,5244.97998046875
5280.0,5347.52001953125,5260.0,5302.93994140625,23800,5302.93994140625
5300.0,5358.10009765625,5268.64013671875,5336.759765625,30100,5336.759765625
5339.0,5396.68994140625,5295.56982421875,5308.1201171875,27100,5308.1201171875
5298.18017578125,5310.7998046875,5182.27001953125,5235.47021484375,19600,5235.47021484375
5176.02001953125,5299.97021484375,5150.31982421875,5266.68017578125,28600,5266.68017578125
5300.0,5386.2099609375,5212.1201171875,5371.72021484375,22600,5371.72021484375
5345.0498046875,5434.93017578125,5285.0,5322.89013671875,32100,5322.89013671875
5299.06005859375,5499.990234375,5299.06005859375,5478.1201171875,21200,5478.1201171875
5500.0,5537.72021484375,5423.06005859375,5503.0,54800,5503.0
5497.080078125,5538.740234375,5450.0,5494.47021484375,23000,5494.47021484375
5530.0,5542.72021484375,5460.1298828125,5482.240234375,18300,5482.240234375
5460.41015625,5549.43017578125,5411.27978515625,5426.06982421875,24800,5426.06982421875
5410.10009765625,5520.080078125,5346.58984375,5354.43017578125,23400,5354.43017578125
5342.2900390625,5443.7900390625,5275.0,5413.0,20900,5413.0
5426.0,5429.259765625,5302.60986328125,5375.4501953125,12700,5375.4501953125
5404.1201171875,5449.9599609375,5385.25,5413.56005859375,11700,5413.56005859375
5450.0,5450.0,5382.58984375,5433.990234375,16500,5433.990234375
5429.9599609375,5480.97021484375,5410.91015625,5417.10986328125,22600,5417.10986328125
5425.72021484375,5586.330078125,5418.169921875,5572.18994140625,21600,5572.18994140625
5572.18994140625,5613.919921875,5534.0,5576.7001953125,20100,5576.7001953125
5582.0,5620.0,5480.0498046875,5526.81005859375,20800,5526.81005859375
5539.2998046875,5570.0,5486.5,5542.83984375,18400,5542.83984375
5538.16015625,5538.16015625,5444.06005859375,5468.080078125,20100,5468.080078125
5450.669921875,5530.47998046875,5450.0,5479.8701171875,13000,5479.8701171875
5520.509765625,5606.16015625,5520.509765625,5578.009765625,14000,5578.009765625
5620.0,5655.0,5579.9501953125,5590.22021484375,14500,5590.22021484375
5629.0,5643.9599609375,5565.68994140625,5579.47021484375,21700,5579.47021484375
5571.0498046875,5646.93017578125,5571.0498046875,5632.5498046875,13600,5632.5498046875
