Open,High,Low,Close,Volume,Change
6080,6160,6050,6140,676327,0.006557377049180246
6160,6250,6160,6250,847802,0.01791530944625408
6270,6330,6210,6290,680512,0.006399999999999961
6300,6320,6180,6260,379347,-0.004769475357710662
6300,6410,6250,6300,701074,0.006389776357827559
6340,6400,6270,6310,620383,0.0015873015873015817
6320,6410,6310,6380,529619,0.011093502377178988
6320,6500,6310,6490,651986,0.01724137931034475
6510,6680,6380,6510,1262840,0.0030816640986133237
6570,6620,6380,6430,1113619,-0.01228878648233489
6490,6880,6440,6670,2741560,0.03732503888024885
6650,6700,6520,6600,712745,-0.010494752623688153
6560,6670,6520,6520,614400,-0.012121212121212088
6520,6610,6500,6580,506585,0.009202453987730008
6590,6590,6400,6430,621278,-0.022796352583586588
6430,6430,6310,6340,535530,-0.013996889580093264
6340,6410,6220,6250,586551,-0.014195583596214534
6270,6300,6230,6250,300690,0.0
6220,6360,6210,6290,386944,0.006399999999999961
6310,6360,6260,6310,446102,0.0031796502384737746
6380,6600,6360,6500,1307438,0.030110935023771823
6520,6550,6390,6430,628116,-0.010769230769230753
6430,6500,6320,6390,763660,-0.0062208398133748455
6390,6490,6370,6390,452877,0.0
6330,6440,6310,6400,343266,0.0015649452269170805
6460,6480,6360,6450,400524,0.0078125
6450,6460,6380,6440,513722,-0.0015503875968991832
6680,6920,6390,6390,2620687,-0.00776397515527949
6410,6420,6270,6280,806040,-0.017214397496087663
6310,6370,6280,6320,375506,0.006369426751592355
6300,6330,6250,6260,410505,-0.009493670886076
6310,6310,6250,6250,340980,-0.0015974440894568342
6280,6330,6280,6300,261073,0.008000000000000007
6370,6540,6310,6430,890829,0.02063492063492056
6450,6470,6370,6420,357134,-0.0015552099533436836
6570,6580,6370,6400,688495,-0.0031152647975077885
6370,6460,6370,6440,432670,0.006250000000000089
6500,6560,6380,6420,1260752,-0.0031055900621117516
6430,6450,6350,6390,430578,-0.004672897196261627
6440,6560,6400,6510,1054165,0.018779342723004744
6510,6550,6370,6380,675893,-0.019969278033794113
6380,6420,6290,6320,526972,-0.009404388714733591
6380,6390,6300,6320,381275,0.0
6260,6340,6260,6330,313626,0.0015822784810126667
6370,6370,6270,6310,481590,-0.003159557661927326
6330,6450,6310,6390,568252,0.01267828843106189
6430,6500,6290,6350,723490,-0.006259780907668211
6330,6360,6260,6280,411276,-0.011023622047244053
6210,6240,6060,6080,684231,-0.031847133757961776
6040,6070,5880,5920,574543,-0.02631578947368418
5890,6030,5880,5890,364679,-0.0050675675675675436
5940,6020,5930,6000,227364,0.018675721561969505
5980,6000,5900,5960,395889,-0.00666666666666671
6000,6080,5940,5980,373076,0.003355704697986628
5960,6030,5880,5940,580211,-0.006688963210702337
5980,6010,5940,5990,405549,0.008417508417508435
5960,6240,5950,6080,446298,0.015025041736226985
6110,6270,6090,6120,481562,0.006578947368421018
6170,6340,6160,6340,861833,0.03594771241830075
6320,6500,6280,6380,654680,0.006309148264984188
6340,6400,6280,6320,213009,-0.009404388714733591
6340,6390,6200,6280,336692,-0.006329113924050667
6330,6350,6180,6200,377063,-0.01273885350318471
6180,6240,6170,6200,135401,0.0
6210,6250,6130,6140,220839,-0.009677419354838679
6160,6250,6150,6220,222533,0.013029315960912058
6240,6240,6170,6210,155250,-0.001607717041800627
6190,6270,6170,6170,171554,-0.006441223832528209
6140,6420,6140,6160,1050503,-0.0016207455429497752
6220,6270,6090,6120,479937,-0.00649350649350644
6140,6200,6090,6120,280941,0.0
6100,6150,6050,6050,283982,-0.011437908496731986
6050,6100,6000,6040,251059,-0.0016528925619834212
6010,6050,5990,6050,166176,0.0016556291390728006
6020,6070,5980,6050,160168,0.0
6050,6110,6020,6100,237407,0.008264462809917328
6080,6110,6020,6030,164464,-0.011475409836065542
6030,6060,5960,5980,255198,-0.008291873963515717
5950,6000,5880,5900,264161,-0.013377926421404673
5900,6010,5900,6000,296921,0.016949152542372836
6000,6070,5990,6020,167804,0.0033333333333334103
6030,6040,5970,6010,187255,-0.0016611295681062677
5990,6030,5960,5970,171664,-0.006655574043261225
5960,6010,5920,5920,256481,-0.008375209380234505
5900,5900,5800,5860,330246,-0.010135135135135087
5830,5890,5820,5830,289292,-0.005119453924914641
5830,5890,5810,5840,253460,0.0017152658662091813
5900,5900,5800,5800,423974,-0.006849315068493178
5800,5840,5740,5780,248986,-0.0034482758620689724
5790,5810,5710,5740,250790,-0.00692041522491349
5730,5750,5660,5670,273283,-0.012195121951219523
5680,5740,5610,5660,237235,-0.0017636684303351524
5650,5720,5650,5680,179036,0.0035335689045936647
5640,5700,5550,5570,330888,-0.01936619718309862
5560,5610,5420,5440,358806,-0.02333931777378817
5440,5540,5430,5530,169678,0.016544117647058876
5530,5550,5470,5510,128903,-0.003616636528028905
5480,5520,5460,5500,132772,-0.001814882032667886
5500,5620,5490,5580,211977,0.014545454545454639
5690,5980,5640,5870,962812,0.051971326164874654
5820,6010,5770,5840,413240,-0.005110732538330498
5790,5820,5670,5680,308742,-0.0273972602739726
5630,5710,5550,5570,239249,-0.01936619718309862
5550,5600,5490,5530,335947,-0.007181328545781018
5500,5620,5500,5610,196742,0.014466546112115841
5600,5630,5560,5620,156438,0.0017825311942958333
5570,5620,5540,5600,214272,-0.003558718861209953
5610,5670,5560,5570,283894,-0.005357142857142838
5550,5610,5530,5560,341600,-0.0017953321364452268
5840,5900,5650,5740,1604671,0.03237410071942448
5800,6090,5780,5940,2259068,0.03484320557491283
5830,5950,5750,5850,856936,-0.015151515151515138
5890,6080,5850,6030,1168453,0.03076923076923066
6000,6480,5920,6410,5436347,0.06301824212271967
6510,6530,6080,6190,2623870,-0.03432137285491421
6100,6120,5930,5960,1182196,-0.037156704361874016
5820,5960,5790,5850,869714,-0.01845637583892612
5700,5810,5650,5750,517534,-0.017094017094017144
5710,5860,5710,5830,500032,0.013913043478260834
5840,5860,5720,5780,311094,-0.00857632933104635
5750,5790,5600,5600,528119,-0.03114186851211076
5570,5640,5540,5620,295418,0.0035714285714285587
5650,5670,5600,5630,237421,0.001779359430605032
5570,5590,5490,5500,446679,-0.023090586145648295
5460,5470,4800,4910,1234409,-0.1072727272727273
4970,5280,4970,5180,656548,0.054989816700611094
5130,5280,5130,5210,322018,0.005791505791505891
5130,5210,5070,5150,244596,-0.01151631477927062
5190,5290,5150,5170,281816,0.003883495145631022
5160,5240,5160,5210,157892,0.007736943907156624
5180,5250,5100,5130,199789,-0.015355086372360827
5150,5190,5120,5160,225513,0.005847953216374213
5210,5260,5130,5140,212892,-0.003875968992248069
5140,5150,4920,4935,732813,-0.03988326848249024
4940,5050,4930,5030,376035,0.019250253292806496
5000,5140,5000,5110,303426,0.015904572564612307
5140,5230,5060,5120,353153,0.001956947162426559
5070,5140,5010,5120,195301,0.0
5120,5130,4995,5010,262293,-0.021484375
5010,5080,4925,5050,248596,0.007984031936127733
5050,5140,5020,5070,177864,0.003960396039603964
5050,5090,5030,5050,112666,-0.0039447731755424265
5050,5130,5050,5120,171562,0.013861386138613874
5120,5130,5070,5120,118978,0.0
5140,5230,5100,5170,227223,0.009765625
5100,5110,4985,5010,299586,-0.030947775628626717
5010,5240,5010,5090,352575,0.015968063872255467
5100,5120,5000,5090,241763,0.0
5050,5230,5030,5210,360732,0.023575638506876162
5180,5250,5120,5220,295071,0.0019193857965451588
5270,5410,5010,5020,748825,-0.03831417624521072
5050,5140,5020,5060,276129,0.007968127490039834
5070,5090,5020,5040,208896,-0.0039525691699604515
5040,5100,5030,5060,234189,0.003968253968253954
5100,5110,5040,5100,199083,0.007905138339920903
