Open,High,Low,Close,Volume,Adj Close
76.47000122070312,77.83999633789062,76.47000122070312,77.51000213623047,1555800,77.21453857421875
77.5,77.57499694824219,76.72000122070312,76.73999786376953,2100300,76.44747924804688
76.4000015258789,76.7300033569336,74.99500274658203,76.43000030517578,1625000,76.1386489868164
76.4000015258789,76.58999633789062,74.95999908447266,76.08000183105469,1020100,75.78999328613281
76.20999908447266,76.41999816894531,75.0,75.76000213623047,1066100,75.4712142944336
74.36000061035156,75.27999877929688,73.91000366210938,74.55000305175781,1342700,74.26582336425781
74.47000122070312,75.9800033569336,74.2699966430664,75.87999725341797,1469100,75.59074401855469
75.83999633789062,76.58000183105469,75.02999877929688,76.01000213623047,1253400,75.72025299072266
75.87000274658203,77.68000030517578,75.87000274658203,77.55000305175781,1280800,77.25438690185547
77.66000366210938,79.76000213623047,77.5,79.69000244140625,1496100,79.38623046875
80.5,80.5,78.86000061035156,78.88999938964844,1202800,78.58927917480469
79.5,79.5,76.22000122070312,76.26000213623047,1338600,75.96930694580078
76.44999694824219,76.94000244140625,75.98999786376953,76.69999694824219,1081000,76.40762329101562
77.06999969482422,78.0999984741211,76.44000244140625,76.98999786376953,997600,76.69651794433594
76.62999725341797,77.95999908447266,76.05999755859375,77.9000015258789,1044100,77.6030502319336
77.73999786376953,78.37000274658203,76.82499694824219,78.33000183105469,1199100,78.03141021728516
78.33000183105469,78.5999984741211,76.61000061035156,76.69000244140625,2405800,76.39766693115234
76.75,77.12999725341797,75.16999816894531,76.79000091552734,1508000,76.4972915649414
76.69000244140625,77.12999725341797,75.33999633789062,76.83999633789062,1069200,76.54708099365234
76.06999969482422,76.61000061035156,75.48999786376953,75.7699966430664,1323400,75.48117065429688
75.20999908447266,77.72000122070312,75.05000305175781,77.62000274658203,1552900,77.32412719726562
80.23999786376953,82.95999908447266,79.4280014038086,81.16000366210938,2520300,80.85063171386719
81.7300033569336,83.88999938964844,81.5,82.55999755859375,2085600,82.24528503417969
82.56999969482422,83.55000305175781,81.98999786376953,82.12999725341797,1319500,81.81692504882812
82.52999877929688,83.79000091552734,82.04000091552734,83.5,1681800,83.18170166015625
81.91999816894531,83.77999877929688,81.22599792480469,82.19000244140625,1068900,81.87669372558594
83.04000091552734,84.45500183105469,82.9000015258789,84.22000122070312,1414000,83.89895629882812
84.69999694824219,87.02999877929688,84.31500244140625,86.58999633789062,1767700,86.25991821289062
86.41999816894531,86.69999694824219,85.80000305175781,86.08999633789062,1486200,85.76183319091797
85.1500015258789,86.13999938964844,85.01000213623047,85.7699966430664,1534400,85.44304656982422
84.16000366210938,85.54000091552734,83.33999633789062,85.36000061035156,869100,85.03461456298828
86.04000091552734,86.58499908447266,85.69999694824219,85.94000244140625,1006600,85.61241149902344
86.41000366210938,87.40499877929688,86.36000061035156,86.70999908447266,1152700,86.37946319580078
86.77999877929688,87.44000244140625,86.16000366210938,86.30999755859375,893800,85.98098754882812
87.58000183105469,87.87000274658203,86.78500366210938,87.79000091552734,1836600,87.45535278320312
87.58999633789062,88.80999755859375,86.8499984741211,87.56999969482422,1064500,87.2361831665039
87.9000015258789,87.9000015258789,86.01100158691406,86.41999816894531,2953400,86.09056854248047
85.69999694824219,87.04000091552734,85.69999694824219,86.76000213623047,816800,86.42927551269531
87.2300033569336,88.44499969482422,86.88999938964844,87.73999786376953,1522800,87.4055404663086
87.37000274658203,88.79000091552734,86.83000183105469,88.5,1683500,88.16264343261719
88.81999969482422,89.62000274658203,88.08000183105469,88.87000274658203,1298400,88.53123474121094
89.2699966430664,90.55000305175781,89.19000244140625,89.31999969482422,934500,88.97950744628906
89.44999694824219,90.51000213623047,88.87999725341797,89.26000213623047,698900,88.91974639892578
88.87000274658203,89.16999816894531,87.33000183105469,88.76000213623047,1085500,88.4216537475586
89.33999633789062,89.56300354003906,88.4000015258789,88.43000030517578,1316800,88.0929183959961
88.4000015258789,89.6050033569336,87.88999938964844,89.0999984741211,1281100,88.7603530883789
88.93000030517578,89.13999938964844,87.66000366210938,88.2300033569336,1124700,87.8936767578125
87.01000213623047,88.2699966430664,85.9000015258789,86.5,5058400,86.1702651977539
87.45999908447266,87.68499755859375,86.71499633789062,87.02999877929688,2674800,86.6982421875
87.31999969482422,87.7300033569336,87.0,87.44000244140625,1697500,87.106689453125
