Open,High,Low,Close,Volume,Adj Close
52.189998626708984,52.970001220703125,51.86000061035156,52.84000015258789,2083800,52.84000015258789
52.5099983215332,52.5099983215332,50.86000061035156,50.86000061035156,1555600,50.86000061035156
50.93000030517578,52.52000045776367,50.59000015258789,52.38999938964844,1097500,52.38999938964844
51.970001220703125,52.869998931884766,51.65999984741211,52.59000015258789,940000,52.59000015258789
52.060001373291016,52.18000030517578,51.08000183105469,51.63999938964844,1351600,51.63999938964844
51.869998931884766,52.150001525878906,51.4900016784668,51.689998626708984,865300,51.689998626708984
51.75,52.0,51.16999816894531,51.90999984741211,1486000,51.90999984741211
51.90999984741211,52.38999938964844,51.68000030517578,52.08000183105469,1031300,52.08000183105469
52.09000015258789,52.63999938964844,51.72999954223633,52.5099983215332,1597400,52.5099983215332
49.790000915527344,55.5,49.599998474121094,54.689998626708984,3722300,54.689998626708984
54.75,57.150001525878906,54.560001373291016,55.959999084472656,4016700,55.959999084472656
56.31999969482422,58.29999923706055,56.310001373291016,58.209999084472656,3573500,58.209999084472656
59.029998779296875,60.40999984741211,59.0,60.150001525878906,2447200,60.150001525878906
59.75,60.88999938964844,59.68000030517578,60.290000915527344,1986700,60.290000915527344
59.58000183105469,60.599998474121094,59.439998626708984,60.130001068115234,2131800,60.130001068115234
59.810001373291016,60.650001525878906,59.59000015258789,60.310001373291016,1954900,60.310001373291016
60.66999816894531,61.91999816894531,60.04999923706055,61.400001525878906,1798300,61.400001525878906
61.56999969482422,62.11000061035156,61.029998779296875,61.459999084472656,1314800,61.459999084472656
61.220001220703125,62.369998931884766,61.150001525878906,61.810001373291016,1422900,61.810001373291016
62.099998474121094,62.4900016784668,61.369998931884766,61.779998779296875,1116400,61.779998779296875
61.33000183105469,62.459999084472656,60.70000076293945,60.90999984741211,1573200,60.90999984741211
61.04999923706055,61.470001220703125,60.720001220703125,61.189998626708984,2728500,61.189998626708984
61.2400016784668,62.38999938964844,60.77000045776367,62.349998474121094,1660200,62.349998474121094
62.29999923706055,62.70000076293945,61.84000015258789,62.54999923706055,958500,62.54999923706055
62.2400016784668,62.93000030517578,61.540000915527344,61.790000915527344,1138300,61.790000915527344
62.189998626708984,62.66999816894531,61.7599983215332,62.43000030517578,1045800,62.43000030517578
62.59000015258789,63.06999969482422,62.25,62.5,878500,62.5
63.0099983215332,63.88999938964844,62.720001220703125,63.09000015258789,1617800,63.09000015258789
63.09000015258789,63.56999969482422,62.439998626708984,62.84000015258789,1050700,62.84000015258789
62.93000030517578,63.93000030517578,62.72999954223633,63.41999816894531,1073400,63.41999816894531
63.45000076293945,63.810001373291016,63.130001068115234,63.33000183105469,1137300,63.33000183105469
63.470001220703125,63.470001220703125,61.61000061035156,62.33000183105469,1467800,62.33000183105469
61.880001068115234,62.65999984741211,61.880001068115234,62.06999969482422,2861500,62.06999969482422
62.43000030517578,62.9900016784668,62.13999938964844,62.45000076293945,1019900,62.45000076293945
62.220001220703125,63.560001373291016,61.95000076293945,63.470001220703125,1166500,63.470001220703125
63.56999969482422,63.95000076293945,62.900001525878906,63.7400016784668,911400,63.7400016784668
64.0,65.55000305175781,63.810001373291016,64.69000244140625,1114800,64.69000244140625
64.4000015258789,64.70999908447266,64.11000061035156,64.19999694824219,715100,64.19999694824219
64.18000030517578,64.36000061035156,62.97999954223633,63.099998474121094,1091500,63.099998474121094
63.29999923706055,64.55000305175781,63.130001068115234,63.439998626708984,1460300,63.439998626708984
63.61000061035156,64.18000030517578,62.47999954223633,63.29999923706055,2220100,63.29999923706055
