Open,High,Low,Close,Volume,Change
302500,307500,300000,305500,80389,0.006589785831960571
306500,315500,304000,314000,73492,0.02782324058919805
312500,312500,306500,308000,63028,-0.019108280254777066
308000,312500,307000,311000,80530,0.009740259740259827
314500,318500,312500,316000,80230,0.016077170418006492
317000,318500,308500,308500,114063,-0.02373417721518989
309000,312000,305500,309500,92721,0.0032414910858995505
307000,314000,300000,308000,219962,-0.004846526655896577
312500,342000,309000,322000,488788,0.045454545454545414
326500,340500,315000,336500,194637,0.045031055900621064
336500,342000,332000,340000,89997,0.010401188707280795
340000,353000,333500,340000,124603,0.0
340000,340000,331000,332000,74934,-0.02352941176470591
335000,335000,326500,329500,51199,-0.0075301204819276935
329500,330500,319500,321500,86725,-0.02427921092564489
321500,326000,319500,321500,53446,0.0
320000,322000,312000,313500,89366,-0.02488335925349927
314500,328000,314000,324500,75612,0.03508771929824572
322000,324000,317000,319000,88498,-0.016949152542372836
321500,328000,318500,321500,74349,0.00783699059561127
321500,336500,321500,333000,148211,0.035769828926905056
333000,347000,329000,342000,115808,0.027027027027026973
342500,347000,332000,335000,73145,-0.020467836257309968
335500,340000,333000,334500,57781,-0.0014925373134327957
336000,353500,334500,350500,132928,0.04783258594917794
354000,354000,344000,348000,59917,-0.007132667617689048
351000,351000,342000,342000,57368,-0.017241379310344862
343500,351000,343500,347000,99001,0.014619883040935644
346000,347000,336500,345500,105806,-0.004322766570605152
348000,359000,346000,355500,111882,0.02894356005788712
353000,359500,348500,349000,87584,-0.01828410689170179
359000,372000,355500,365000,226278,0.04584527220630363
368000,377000,363000,376500,131472,0.03150684931506853
382000,387000,373000,381500,123224,0.013280212483399723
381500,395500,378500,388000,110485,0.017038007863696025
388000,391000,380000,380000,99071,-0.020618556701030966
378500,393500,374500,392000,94033,0.03157894736842115
394000,394000,385500,386500,67559,-0.014030612244897989
389000,394000,377500,380000,73813,-0.01681759379042691
388000,408000,385000,405000,177849,0.06578947368421062
405000,405500,396500,401000,88667,-0.00987654320987652
398000,398500,385000,386000,110432,-0.03740648379052369
389500,389500,374500,383000,105110,-0.007772020725388629
377500,380000,370000,370500,82789,-0.03263707571801566
367000,370000,356500,361000,91794,-0.02564102564102566
363500,366000,357500,357500,73207,-0.00969529085872578
353500,356500,348500,353000,80741,-0.012587412587412583
354500,371000,353500,368000,83900,0.04249291784702547
359000,378000,358500,373500,92980,0.014945652173913082
370000,380500,368000,373000,89641,-0.0013386880856760541
373000,390000,373000,386000,95903,0.034852546916890104
388500,397500,381000,381500,115292,-0.011658031088082943
381500,387000,366500,371000,112082,-0.02752293577981646
376500,386500,376000,382500,57713,0.030997304582210283
382500,398500,382500,392000,110865,0.024836601307189454
391000,395000,386000,390500,68370,-0.003826530612244916
385000,385500,374500,375500,104075,-0.03841229193341866
387500,395500,374500,392000,169812,0.04394141145139807
395000,402500,392500,396500,118646,0.011479591836734748
400500,420000,397500,420000,208141,0.059268600252206705
423500,431500,416000,425500,189135,0.013095238095238049
421500,432000,420500,432000,96793,0.01527614571092828
434500,437000,423500,436500,98184,0.01041666666666674
436500,440000,430500,437000,69588,0.001145475372279492
441500,460500,441000,459000,191263,0.05034324942791768
459000,479000,447000,466000,177065,0.015250544662309462
469500,475000,453500,455500,93964,-0.022532188841201672
458500,464000,446500,450000,67453,-0.01207464324917673
454500,457000,449000,455000,67500,0.011111111111111072
451500,454000,447000,448000,37142,-0.01538461538461533
452000,452500,441000,444000,60633,-0.008928571428571397
440000,459000,437500,449500,62270,0.012387387387387427
447000,470500,447000,469000,111218,0.04338153503893216
469500,480000,458000,460000,88760,-0.019189765458422214
458000,462500,450000,454500,42162,-0.011956521739130421
461000,463500,445500,450500,53387,-0.008800880088008833
450500,456000,431500,435000,90062,-0.03440621531631516
