Open,High,Low,Close,Volume,Change
16780,16860,16580,16680,10410,-0.004773269689737458
16690,16720,16550,16630,17101,-0.002997601918465209
16620,16630,16340,16340,20250,-0.01743836440168367
16450,16950,16360,16810,38336,0.028763769889840862
16850,16850,16460,16770,17497,-0.002379535990481907
16780,17360,16700,17100,28088,0.019677996422182487
17060,17070,16730,16960,13202,-0.008187134502923965
16950,16960,16450,16550,18906,-0.024174528301886822
16600,16650,16360,16400,9241,-0.009063444108761365
16360,16500,16250,16350,22097,-0.0030487804878048808
16300,16300,15660,15770,44565,-0.03547400611620799
15520,15850,15520,15750,29437,-0.0012682308180088642
15870,15870,15560,15680,14912,-0.004444444444444473
15710,16060,15530,16000,21700,0.020408163265306145
16130,16130,15800,15930,22758,-0.004375000000000018
16040,16280,15880,16210,28053,0.017576898932831098
16370,17100,16320,16660,76634,0.02776064157927216
16800,17140,16560,16950,52371,0.01740696278511411
16940,18290,16610,18290,165251,0.07905604719764003
18500,18980,17870,18690,148120,0.021869874248223065
18380,19190,18180,18870,109541,0.009630818619582593
18880,18990,18160,18460,76861,-0.021727609962904126
18460,18750,18060,18220,82693,-0.013001083423618609
18350,18350,17800,17980,50132,-0.013172338090010949
17980,18280,17930,18070,32408,0.0050055617352613435
17920,18000,17760,17870,21838,-0.011068068622025473
17870,17970,17370,17570,31915,-0.016787912702853958
17570,17970,17450,17890,16801,0.01821286283437673
17870,18330,17860,18210,27265,0.01788708775852421
18210,18210,17900,18150,23252,-0.0032948929159802853
18010,18120,17810,17940,14407,-0.011570247933884281
17960,18060,17800,17960,9965,0.0011148272017837968
18050,18190,17760,17900,27712,-0.0033407572383074013
17710,17910,17100,17380,41883,-0.029050279329608908
17210,17380,17050,17230,24684,-0.008630609896432717
17230,17360,17020,17350,12508,0.006964596633778353
17450,17450,17050,17150,11951,-0.011527377521613813
17250,17250,17000,17020,17693,-0.007580174927113714
17000,17140,16940,16990,17092,-0.001762632197414793
16940,17000,16800,16990,13774,0.0
16990,16990,16570,16610,37127,-0.02236609770453213
16630,16700,16530,16590,14221,-0.0012040939193257438
16510,16650,16450,16460,10053,-0.007836045810729386
16550,16560,16100,16420,28503,-0.002430133657351119
16420,16490,16340,16470,4719,0.003045066991473888
16470,16820,16390,16590,36684,0.007285974499089187
16590,17150,16550,16550,108763,-0.0024110910186859735
16590,16740,16570,16700,18365,0.009063444108761365
16600,16780,16580,16690,20359,-0.0005988023952095967
16670,16750,16550,16550,15933,-0.008388256440982622
16700,20300,16650,17820,1253110,0.07673716012084597
18000,18010,17400,17700,123011,-0.006734006734006703
17700,17920,17400,17400,75125,-0.016949152542372836
17450,17670,17350,17590,28185,0.01091954022988495
17550,17550,17220,17310,31725,-0.015918135304150094
17310,17460,17170,17170,28727,-0.008087810514153637
17200,17470,16810,16980,45300,-0.011065812463599278
17010,17290,16960,17180,18995,0.011778563015312216
17240,17240,16960,17050,18988,-0.0075669383003492685
17050,17050,16770,16970,16117,-0.004692082111436902
16980,17100,16800,16930,14111,-0.0023571007660577736
16900,16900,16650,16760,30993,-0.010041346721795574
16840,16900,16440,16680,27717,-0.004773269689737458
16670,16740,16440,16540,14219,-0.008393285371702586
16550,16550,16100,16300,28085,-0.0145102781136639
16330,16330,16020,16100,23171,-0.012269938650306789
16080,16100,15720,16100,19303,0.0
15900,15900,15690,15690,16537,-0.02546583850931672
15760,15790,15590,15700,15338,0.0006373486297004405
15610,15960,15610,15920,13664,0.014012738853503182
16080,16080,15630,15860,18021,-0.0037688442211055717
15870,16060,15870,16060,6822,0.01261034047919285
16060,16320,16060,16310,19459,0.015566625155666314
16270,16340,16130,16210,15084,-0.006131207847946074
16200,16250,16100,16230,12220,0.0012338062924119875
16280,16300,16100,16250,13796,0.0012322858903266454
16380,16400,16250,16370,10775,0.007384615384615323
16370,16460,16280,16400,14015,0.0018326206475258733
16400,16490,16240,16360,5902,-0.0024390243902439046
16370,16470,16270,16310,8639,-0.003056234718826434
16360,16480,16350,16420,6951,0.006744328632740659
16320,16470,16320,16420,6207,0.0
16530,16530,16340,16410,5739,-0.0006090133982947776
16430,16450,16360,16410,6015,0.0
16320,16450,16290,16420,10184,0.0006093845216330607
16530,16550,16360,16460,11082,0.0024360535931791105
16460,16550,16370,16480,10015,0.0012150668286756705
16380,16500,16330,16440,6011,-0.0024271844660194164
16600,16650,16400,16500,10107,0.0036496350364962904
16700,16700,16350,16450,10914,-0.00303030303030305
16490,16570,16380,16570,12467,0.007294832826747699
16560,16580,16300,16550,29373,-0.001207000603500319
16450,16540,16340,16400,17959,-0.009063444108761365
16610,16690,16360,16490,13867,0.005487804878048674
16400,16990,16320,16600,86436,0.006670709520921747
16600,16600,16230,16360,22483,-0.014457831325301207
16100,16360,16070,16090,22292,-0.016503667481662543
16240,16240,16070,16160,6877,0.004350528278433741
16170,16280,16150,16250,11958,0.005569306930693019
16250,16980,16140,16210,30086,-0.002461538461538515
16220,16470,16080,16140,12623,-0.004318322023442289
16200,16200,16100,16150,10028,0.0006195786864930941
16290,16290,16080,16100,7409,-0.003095975232198178
16240,16240,16060,16070,4928,-0.0018633540372671176
16100,16780,16070,16470,101572,0.024891101431238294
16570,16680,16300,16420,19188,-0.0030358227079538835
16420,16430,16200,16370,13644,-0.003045066991473777
16370,16370,15960,15980,24497,-0.023824068417837463
15980,16110,15900,15970,13250,-0.0006257822277847547
15960,16060,15900,15970,13134,0.0
15990,16740,15910,16260,64937,0.018159048215403928
16360,16360,16040,16060,11782,-0.012300123001230068
16060,16260,15790,15850,25880,-0.013075965130759704
15860,15980,15820,15870,10652,0.0012618296529969264
15750,15980,15750,15860,13178,-0.000630119722747291
15900,16150,15820,15870,8188,0.0006305170239595537
15890,15980,15860,15950,6624,0.00504095778197855
15820,16090,15820,15970,5523,0.0012539184952977678
15970,16030,15810,15940,8039,-0.0018785222291797243
15860,15930,15700,15830,17414,-0.006900878293600976
15880,16310,15800,16040,15139,0.013265950726468745
16040,16050,15880,15930,12722,-0.006857855361595999
16050,16050,15800,15870,24420,-0.0037664783427495685
15890,15950,15800,15850,17382,-0.001260239445494693
15900,15940,15760,15770,27841,-0.0050473186119873725
16000,16000,15770,15810,21704,0.0025364616360177283
15890,19800,15860,17180,3998177,0.08665401644528781
16990,17820,16600,16720,493608,-0.0267753201396973
16700,16840,16390,16420,116482,-0.01794258373205737
16320,16550,16180,16360,98384,-0.0036540803897685548
16320,16320,16000,16100,69484,-0.0158924205378973
16020,16150,15890,16000,58352,-0.006211180124223614
15920,15960,15740,15800,39702,-0.012499999999999956
15850,15960,15810,15880,18815,0.005063291139240533
15820,15980,15820,15920,14419,0.0025188916876575096
15880,15880,15630,15710,31949,-0.013190954773869334
15700,15780,15650,15730,25287,0.0012730744748568057
15700,15910,15680,15880,17630,0.009535918626827788
15930,16000,15710,15800,22115,-0.005037783375314908
15820,15860,15720,15760,27823,-0.0025316455696202667
15870,16040,15800,15970,30778,0.01332487309644681
15860,15960,15460,15630,62773,-0.02128991859737006
15490,15490,13770,14210,103092,-0.09085092770313496
14230,14850,14210,14660,27902,0.03166783954961305
14600,15020,14580,14950,18727,0.01978171896316505
14940,15000,14570,14950,8901,0.0
15000,15110,14830,14860,17671,-0.006020066889632081
14930,15070,14920,15000,11190,0.009421265141319024
15010,15050,14840,14850,8182,-0.010000000000000009
15000,15060,14940,15040,13860,0.012794612794612803
15080,15210,15040,15100,12098,0.003989361702127603
15180,15230,15050,15110,12466,0.0006622516556291647
15110,15410,15100,15300,19826,0.012574454003970947
15300,15350,15170,15260,11682,-0.002614379084967311
15350,15350,15030,15250,15749,-0.000655307994757548
15090,15240,15020,15200,16002,-0.003278688524590123
15290,15390,15200,15250,23555,0.00328947368421062
15230,15370,15150,15370,7694,0.007868852459016473
15460,15460,15120,15350,11650,-0.0013012361743656164
15300,15300,15110,15120,9448,-0.014983713355048889
15130,15240,15130,15220,6914,0.006613756613756516
15250,15250,15000,15050,10390,-0.011169513797634645
15080,15330,15030,15330,13206,0.018604651162790642
15140,15300,14890,15300,24483,-0.00195694716242667
15190,15220,14870,14870,25577,-0.028104575163398704
14860,14950,14530,14700,20935,-0.01143241425689312
14440,14670,14370,14630,11594,-0.004761904761904745
14610,14670,14420,14490,13712,-0.009569377990430672
14450,14550,14420,14470,8304,-0.0013802622498274575
14550,14730,14450,14730,8176,0.017968210089841063
14770,14870,14700,14800,9178,0.004752206381534174
14830,14900,14740,14800,6791,0.0
14820,14950,14730,14730,40273,-0.004729729729729737
14800,14820,14670,14700,5989,-0.0020366598778004397
14750,14890,14620,14890,12423,0.012925170068027292
14930,14990,14780,14880,13619,-0.000671591672263272
14880,15000,14850,14950,8247,0.0047043010752687575
14980,15000,14800,14880,21327,-0.00468227424749168
14950,14950,14640,14640,24964,-0.016129032258064502
14630,14630,14470,14480,16013,-0.010928961748633892
14570,14570,14450,14560,8879,0.005524861878453136
14570,14600,14480,14590,7048,0.002060439560439553
14610,14610,14490,14490,8014,-0.006854009595613442
14550,14800,14470,14630,12222,0.009661835748792313
14630,15090,14560,14770,29675,0.009569377990430672
14780,14900,14730,14870,7804,0.00677048070413
14990,14990,14700,14800,11863,-0.00470746469401484
14850,14850,14710,14750,6082,-0.0033783783783783994
14750,14790,14670,14740,9211,-0.0006779661016949046
14660,14800,14530,14690,18815,-0.0033921302578019397
14680,14680,14470,14520,37736,-0.011572498298161982
14460,14560,14270,14290,34228,-0.015840220385674897
14380,14580,14240,14480,27791,0.013296011196640922
14480,14570,14350,14480,11830,0.0
14470,14540,14240,14400,22551,-0.0055248618784530246
14310,14420,14300,14390,5792,-0.000694444444444442
14330,14430,14330,14390,4844,0.0
14400,14450,14350,14400,10490,0.0006949270326614965
14430,14490,14310,14450,10738,0.003472222222222321
14500,14500,14290,14310,10380,-0.00968858131487893
14370,14440,14240,14310,14638,0.0
14350,14510,14290,14470,9869,0.011180992313067684
14470,14500,14320,14440,13114,-0.0020732550103662595
14380,14600,14300,14490,16942,0.003462603878116255
14470,14530,14380,14420,11628,-0.004830917874396157
14450,14480,14110,14110,21816,-0.021497919556171974
14100,14240,13580,13610,42271,-0.03543586109142449
13610,13720,13210,13210,30831,-0.029390154298310045
13170,13410,13170,13200,13156,-0.0007570022710068347
13150,13300,12950,13190,31602,-0.0007575757575757347
13130,13480,13130,13320,14271,0.009855951478392688
13270,13410,13270,13300,13306,-0.0015015015015015232
13300,13500,13280,13410,9021,0.008270676691729317
13370,13570,13310,13500,9621,0.006711409395973256
13470,13650,13440,13580,7599,0.00592592592592589
13580,13800,13580,13780,5767,0.014727540500736325
13690,13850,13690,13790,9901,0.0007256894049347817
13790,13830,13650,13760,8429,-0.00217548948513413
13760,13840,13630,13800,20544,0.0029069767441860517
13800,14480,13520,13770,54398,-0.0021739130434782483
14000,14860,13760,13920,115187,0.01089324618736387
13930,14030,13790,13860,25189,-0.004310344827586188
13690,13750,13400,13550,40619,-0.022366522366522368
13600,14160,13410,13700,67171,0.011070110701107083
13730,14040,13180,13260,66245,-0.03211678832116793
13040,13260,12570,12570,53118,-0.05203619909502266
12630,13220,12630,13170,40405,0.047732696897374804
13160,13840,13060,13560,33253,0.029612756264236983
13650,13780,13510,13620,21418,0.004424778761061843
13710,14570,13590,14250,116317,0.04625550660792954
14510,17710,14400,16800,3610615,0.17894736842105252
16630,17200,15000,15050,1236228,-0.10416666666666663
15510,15800,14820,15080,486421,0.001993355481727521
14900,15750,14200,14620,397459,-0.0305039787798409
14910,15420,14230,14300,271086,-0.02188782489740082
14270,14730,14270,14520,92693,0.01538461538461533
14520,14800,14400,14700,55322,0.012396694214876103
14730,14850,14620,14650,42250,-0.003401360544217691
14400,14400,13900,13950,90569,-0.04778156996587035
13930,14080,13790,14030,35803,0.005734767025089571
14030,14170,13910,14060,30252,0.002138275124732747
13970,14370,13910,14140,35597,0.005689900426742556
14340,14440,14190,14400,42082,0.018387553041018467
