Open,High,Low,Close,Volume,Change
119790,119790,111479,111957,169285,-0.0639046822742475
112339,114440,111766,113581,65147,0.014505569102423177
113772,114440,112243,113199,56835,-0.0033632385698312284
113199,114250,110428,110620,87035,-0.02278288677461815
111766,113103,108613,109760,73472,-0.007774362683059088
109760,110333,106989,107945,57018,-0.016536078717201197
107371,108709,105365,106703,49828,-0.01150585946546856
106703,107850,101640,102405,100633,-0.040280029614912394
102691,103551,101640,103169,47904,0.007460573214198574
103933,104888,101067,101927,72722,-0.012038499936996572
102691,106130,101926,104315,54087,0.0234285321847989
105748,112244,105748,109856,113410,0.053117960024924527
108709,110237,107180,107563,59532,-0.02087277891057382
107562,109759,106416,108900,49174,0.012429924788263547
109760,113772,108900,112435,74741,0.03246097337006426
112435,112435,109855,110238,76479,-0.01954017876995595
110238,111098,108709,109092,44306,-0.010395689326729407
108231,108804,102595,105079,83099,-0.03678546547867856
104315,107372,101258,102214,93470,-0.02726520046821912
102213,104984,102022,104602,50901,0.023362748742833617
103741,105843,102691,104506,48858,-0.0009177644786906303
105843,109855,105461,106321,70840,0.01736742387996859
107276,108422,105747,107276,39174,0.008982233048974386
107181,108232,105175,105844,45068,-0.013348745292516506
106893,109664,105270,108900,53991,0.028872680548732044
107658,108900,105461,107563,36985,-0.012277318640955048
108900,108900,106512,106990,29848,-0.00532711062354152
108040,108136,105652,106130,28561,-0.008038134405084607
106320,107849,106129,107276,26105,0.01079807782907749
106703,108709,106225,106703,18035,-0.005341362466907751
107563,108423,105939,106226,28731,-0.004470352286252477
107085,107180,104314,105270,33105,-0.008999679927701343
105079,108231,105079,106130,49435,0.008169468984515982
106990,110333,105557,108041,76245,0.018006218788278572
108900,108900,104410,105175,45175,-0.026526966614525915
105365,105843,103646,105270,31575,0.0009032564772997187
105175,105366,102213,103360,45130,-0.01814382065165765
104220,104411,101449,102214,50042,-0.011087461300309576
101353,103073,100875,102691,45858,0.004666679711194055
101449,104315,101067,102309,27803,-0.003719897556747953
102786,103264,99156,99730,48919,-0.025207948469831543
101162,106703,100398,105939,78015,0.06225809686152606
105939,108136,105843,106035,36048,0.0009061818593718574
107085,107467,104410,106130,28376,0.0008959305889564284
107180,107467,105365,105939,26671,-0.0017996796381796187
106894,107180,104124,104124,38268,-0.01713250077875006
103646,104123,100780,100876,78407,-0.031193576889093744
101544,105365,100971,104697,40092,0.03787818708116886
104601,105652,102881,103646,21320,-0.010038492029380008
104601,105174,102117,102500,29285,-0.011056866642224494
103741,105556,102977,104124,43061,0.01584390243902445
104697,105939,104124,104411,29970,0.002756328992355339
103741,109664,103741,108900,97893,0.042993554318989435
109378,110811,107945,108423,50925,-0.0043801652892562215
107467,110141,107467,108900,38684,0.004399435544118813
108040,111575,108040,108423,48748,-0.0043801652892562215
109473,109568,105270,105270,30038,-0.029080545640685074
106129,109377,105652,106321,33335,0.009983851049681691
105270,107562,102882,102882,54994,-0.03234544445594001
102595,103168,100876,102118,35799,-0.007425983165179506
103168,103264,99634,99921,52079,-0.021514326563387476
98870,100207,98392,99539,30722,-0.003823020185946935
99539,99825,96577,99539,33080,0.0
98965,100398,97914,98679,38117,-0.00863982961452292
97437,98392,96004,96769,30970,-0.01935568864702719
96672,98774,96099,98201,28487,0.01479812749950904
97437,97437,94189,95145,36423,-0.03111984603008111
94284,96481,93902,95622,45261,0.005013400599085616
95717,96290,94475,94667,31958,-0.009987241429796456
95144,97246,95048,97055,18262,0.02522526329132635
95717,96768,94762,94762,46419,-0.023625779197362307
96672,97437,95335,97437,25405,0.02822861484561323
96481,98488,96290,98488,19014,0.010786456890093055
99443,99443,96386,97246,21590,-0.012610673381528659
96482,96959,95908,96100,28871,-0.011784546408078467
96099,96768,95717,96577,14779,0.004963579604578605
96481,101831,96004,101067,53000,0.04649140064404578
100111,100493,98774,99634,43819,-0.014178713130893361
98774,101067,98678,98870,38747,-0.007668065118333067
99252,99825,97055,97342,36707,-0.015454637402649962
98774,100876,98010,98488,30498,0.011772924328655732
99157,99252,98106,98966,14876,0.004853383153277546
99920,99920,97723,98010,23752,-0.009659883192207452
98966,99825,97915,98584,15679,0.005856545250484624
98583,98583,96481,96864,24593,-0.017447050231274797
97341,99539,96959,99539,21192,0.027616038982490876
100589,100971,98201,98488,24880,-0.010558675494027447
97723,99061,97246,98106,13708,-0.0038786451141256117
98105,98487,97150,97246,17163,-0.008766028581330354
96959,97246,96290,97055,16816,-0.0019640910680130963
96481,97150,95908,96004,23180,-0.01082891144196585
95527,97150,95335,95527,25882,-0.004968542977375923
95239,101735,94857,101258,86706,0.05999350968836037
100971,104124,98201,104124,72046,0.028303936479092906
102595,105366,100780,104411,65944,0.002756328992355339
102309,103646,100207,100590,19315,-0.036595760983038184
99539,100589,97724,97724,24019,-0.028491897802962574
97723,99920,97723,99825,32174,0.021499324628545757
99825,101449,97914,99061,13249,-0.007653393438517453
98296,105365,98296,102691,50624,0.03664408798619023
103168,103168,100780,101927,17599,-0.007439795113495795
100971,102404,100111,101927,19230,0.0
100685,100780,98392,98870,24027,-0.02999205313606801
99061,100016,97915,97915,21813,-0.009659148376656268
97723,98774,95908,96482,54725,-0.01463514272583366
96290,98679,96290,96864,41006,0.0039592877427914175
96482,97437,96004,97151,39950,0.0029629170796168225
96386,99252,95717,97533,43049,0.003932023345101898
97532,98392,95526,95622,39788,-0.01959336839838821
