Code,Name,Return,Noise,Derivative
VST,Vistra Corp.,-28.27,-29.02,0.6
GEV,GE Vernova,-21.52,-22.22,0.69
ANET,Arista Networks,-22.35,-20.76,0.63
NVDA,Nvidia,-16.97,-16.87,0.42
PWR,Quanta Services,-18.32,-16.83,0.66
CEG,Constellation Energy,-20.85,-16.79,1.03
AVGO,Broadcom,-17.4,-15.6,0.38
MU,Micron Technology,-11.71,-13.82,0.47
ETN,Eaton Corporation,-15.56,-13.29,0.4
EA,Electronic Arts,1.16,-12.22,-0.95
NRG,NRG Energy,-13.24,-10.11,0.66
TER,Teradyne,-7.43,-10.07,-0.25
SMCI,Supermicro,-12.62,-10.03,0.42
TPL,Texas Pacific Land Corporation,-7.67,-9.85,0.27
KMI,Kinder Morgan,-9.28,-9.44,0.33
EQT,EQT Corporation,-9.72,-8.8,0.26
APH,Amphenol,-12.57,-8.61,0.54
FSLR,First Solar,-2.34,-8.6,-0.6
DLR,Digital Realty,-8.73,-8.56,0.27
ORCL,Oracle Corporation,-13.79,-8.43,1.05
WMB,Williams Companies,-8.43,-7.79,0.2
AMAT,Applied Materials,-6.52,-7.44,0.69
MPWR,Monolithic Power Systems,-11.44,-7.35,0.95
DELL,Dell Technologies,-8.7,-7.06,0.17
CDNS,Cadence Design Systems,-9.55,-6.93,0.51
HUBB,Hubbell Incorporated,-8.95,-6.77,0.4
PEG,Public Service Enterprise Group,-6.77,-6.64,0.23
TT,Trane Technologies,-8.29,-6.58,0.26
KLAC,KLA Corporation,-6.28,-6.46,0.59
FCX,Freeport-McMoRan,-3.02,-6.41,-0.23
OKE,ONEOK,-3.9,-5.77,-0.01
EXPE,Expedia Group,-1.24,-5.7,-0.42
TRGP,Targa Resources,-4.7,-5.61,0.37
LRCX,Lam Research,-5.08,-5.51,0.57
CF,CF Industries,0.76,-5.35,-0.29
WBA,Walgreens Boots Alliance,-4.47,-5.3,-0.45
AMD,Advanced Micro Devices,-6.37,-5.17,0.3
BKR,Baker Hughes,-4.39,-5.1,0.09
IRM,Iron Mountain,-6.36,-5.04,0.42
JCI,Johnson Controls,-5.56,-5.03,0.16
HAL,Halliburton,-1.98,-4.93,0.02
CTRA,Coterra,-4.1,-4.53,0.03
CMI,Cummins,-5.11,-4.47,0.06
TSLA,"Tesla, Inc.",-2.32,-4.31,0.09
DVN,Devon Energy,-1.75,-4.28,-0.28
GLW,Corning Inc.,-8.7,-4.16,0.82
JBL,Jabil,-7.96,-4.02,0.63
SNPS,Synopsys,-6.49,-3.84,0.69
ALB,Albemarle Corporation,0.02,-3.7,-0.19
NI,NiSource,-3.65,-3.55,0.23
ETR,Entergy,-4.52,-3.53,0.44
EIX,Edison International,-1.92,-3.52,-0.03
LDOS,Leidos,1.97,-3.45,-0.02
HPE,Hewlett Packard Enterprise,-5.83,-3.4,0.46
INTC,Intel,-2.59,-3.35,0.84
ISRG,Intuitive Surgical,-1.81,-3.23,0.63
CARR,Carrier Global,-3.84,-3.17,0.18
WDC,Western Digital,-4.47,-3.15,0.52
TXN,Texas Instruments,0.81,-3.05,-0.04
CSCO,Cisco,-5.06,-3.02,0.26
FANG,Diamondback Energy,-0.96,-2.96,-0.12
ZBRA,Zebra Technologies,-3.68,-2.9,0.44
SWKS,Skyworks Solutions,-1.77,-2.78,0.06
NTAP,NetApp,-4.82,-2.68,0.51
HWM,Howmet Aerospace,-3.9,-2.61,0.51
EQIX,Equinix,-4.33,-2.61,0.27
FICO,Fair Isaac,1.53,-2.51,-0.52
GNRC,Generac,-1.35,-2.48,-0.08
GOOGL,Alphabet Inc. (Class A),-4.2,-2.41,0.24
OXY,Occidental Petroleum,0.55,-2.38,-0.39
PCG,PG&E Corporation,-1.51,-2.36,0.06
APA,APA Corporation,0.26,-2.35,-0.52
GOOG,Alphabet Inc. (Class C),-4.03,-2.21,0.25
ADI,Analog Devices,-0.9,-2.15,0.24
EOG,EOG Resources,0.11,-2.1,-0.13
ABNB,Airbnb,1.47,-2.09,0.12
ON,ON Semiconductor,-1.03,-1.98,0.0
BKNG,Booking Holdings,-1.88,-1.98,-0.1
ANSS,Ansys,-3.49,-1.96,0.35
ROST,Ross Stores,-2.19,-1.89,-0.06
FFIV,"F5, Inc.",-3.66,-1.77,0.34
J,Jacobs Solutions,-2.52,-1.68,0.33
SRE,Sempra,-0.68,-1.62,0.43
AES,AES Corporation,-1.38,-1.55,-0.22
LVS,Las Vegas Sands,-0.11,-1.42,-0.23
STLD,Steel Dynamics,-0.28,-1.34,-0.04
COP,ConocoPhillips,0.84,-1.25,-0.12
PH,Parker Hannifin,-2.44,-1.2,0.35
PNR,Pentair,-0.53,-0.96,0.3
DD,DuPont,-0.9,-0.93,0.26
CRL,Charles River Laboratories,0.53,-0.9,-0.65
MCHP,Microchip Technology,1.49,-0.86,0.22
NUE,Nucor,-0.16,-0.84,0.04
IR,Ingersoll Rand,-1.27,-0.82,0.37
MHK,Mohawk Industries,2.13,-0.81,0.19
ROK,Rockwell Automation,-1.46,-0.78,0.38
HES,Hess Corporation,1.18,-0.76,-0.03
URI,United Rentals,-2.49,-0.68,0.67
JBHT,J.B. Hunt,2.42,-0.68,-0.52
TECH,Bio-Techne,-0.78,-0.67,0.25
KEYS,Keysight Technologies,-2.45,-0.57,0.37
APO,Apollo Global Management,-2.79,-0.56,0.46
NEM,Newmont,-1.12,-0.49,0.32
DPZ,Domino's,-0.71,-0.48,0.5
DECK,Deckers Brands,-2.42,-0.48,0.4
EW,Edwards Lifesciences,0.3,-0.41,-0.2
AXP,American Express,-1.53,-0.39,0.45
DOV,Dover Corporation,-1.39,-0.37,0.4
XOM,ExxonMobil,1.39,-0.31,0.01
KEY,KeyCorp,-0.11,-0.3,0.02
CVX,Chevron Corporation,1.02,-0.3,0.01
REGN,Regeneron Pharmaceuticals,1.32,-0.28,-0.21
MSI,Motorola Solutions,-2.28,-0.27,0.23
JNPR,Juniper Networks,-0.97,-0.25,0.04
WAB,Wabtec,-2.17,-0.23,0.4
MSFT,Microsoft,-2.14,-0.21,0.39
HII,Huntington Ingalls Industries,0.13,-0.21,0.31
GRMN,Garmin,0.32,-0.2,0.16
IDXX,Idexx Laboratories,-1.79,-0.16,0.17
NCLH,Norwegian Cruise Line Holdings,2.76,-0.15,0.17
AME,Ametek,-1.61,-0.09,0.37
BG,Bunge Global,1.93,-0.08,-0.32
PCAR,Paccar,0.01,-0.02,0.05
HST,Host Hotels & Resorts,1.42,-0.02,-0.03
RCL,Royal Caribbean Group,2.03,-0.02,0.29
ULTA,Ulta Beauty,-0.68,-0.01,0.23
TEL,TE Connectivity,-2.87,0.0,0.57
INTU,Intuit,1.45,0.03,-0.23
TRMB,Trimble Inc.,-1.89,0.04,0.58
PODD,Insulet Corporation,-1.59,0.04,0.35
TXT,Textron,2.07,0.05,0.09
AOS,A. O. Smith,1.22,0.06,0.11
NXPI,NXP Semiconductors,0.77,0.07,0.21
LII,Lennox International,-1.0,0.09,0.46
FTV,Fortive,-0.93,0.09,0.32
INCY,Incyte,0.07,0.11,0.06
RL,Ralph Lauren Corporation,-3.24,0.11,0.48
IBM,IBM,-0.3,0.12,0.23
CAT,Caterpillar Inc.,-3.1,0.14,0.65
UAL,United Airlines Holdings,1.66,0.18,0.05
GEN,Gen Digital,0.18,0.19,0.07
TPR,"Tapestry, Inc.",-2.87,0.2,0.72
WYNN,Wynn Resorts,-0.26,0.21,0.34
MS,Morgan Stanley,-0.85,0.26,0.67
ATO,Atmos Energy,2.39,0.26,0.11
TROW,T. Rowe Price,-0.42,0.28,0.12
CMS,CMS Energy,2.08,0.29,0.13
DTE,DTE Energy,2.21,0.29,0.1
TDG,TransDigm Group,0.18,0.3,0.36
PTC,PTC Inc.,-0.25,0.3,0.17
K,Kellanova,0.11,0.31,0.04
MLM,Martin Marietta Materials,-0.46,0.32,0.44
LIN,Linde plc,0.05,0.32,0.29
AEE,Ameren,0.01,0.32,0.4
VLTO,Veralto,1.5,0.35,0.05
PKG,Packaging Corporation of America,-0.23,0.37,0.26
CFG,Citizens Financial Group,0.19,0.39,0.32
RJF,Raymond James Financial,-1.91,0.41,0.64
GDDY,GoDaddy,-1.14,0.45,0.35
PYPL,PayPal,1.27,0.48,0.26
BX,Blackstone Inc.,-2.26,0.5,0.62
SYF,Synchrony Financial,-1.09,0.53,0.45
ESS,Essex Property Trust,1.86,0.53,-0.07
GD,General Dynamics,1.28,0.54,0.12
AXON,Axon Enterprise,-0.92,0.55,0.43
INVH,Invitation Homes,1.77,0.56,0.03
MRK,Merck & Co.,2.5,0.57,-0.32
C,Citigroup,-0.5,0.58,0.69
MNST,Monster Beverage,2.2,0.6,-0.16
FTNT,Fortinet,-0.13,0.64,0.35
CPRT,Copart,-0.12,0.64,0.21
WRB,W. R. Berkley Corporation,2.92,0.65,-0.05
EMN,Eastman Chemical Company,1.39,0.66,0.17
VMC,Vulcan Materials Company,-0.92,0.66,0.41
MPC,Marathon Petroleum,0.65,0.68,0.12
NVR,"NVR, Inc.",2.22,0.68,0.2
SLB,Schlumberger,0.69,0.71,0.51
LUV,Southwest Airlines,1.27,0.72,-0.16
LNT,Alliant Energy,2.09,0.73,0.25
SNA,Snap-on,0.62,0.74,0.24
LKQ,LKQ Corporation,1.46,0.75,0.33
ADSK,Autodesk,-0.59,0.77,0.33
ENPH,Enphase Energy,0.93,0.77,-0.37
SW,Smurfit WestRock,-2.03,0.78,0.38
MET,MetLife,1.08,0.81,0.28
BA,Boeing,-0.51,0.81,0.39
HLT,Hilton Worldwide,0.8,0.81,0.16
A,Agilent Technologies,-0.32,0.82,0.52
GS,Goldman Sachs,-0.57,0.83,0.72
KKR,KKR,-2.62,0.86,0.91
CDW,CDW,-0.56,0.87,0.37
STX,Seagate Technology,-4.35,0.9,1.12
ALGN,Align Technology,-1.49,0.91,0.68
AMP,Ameriprise Financial,-0.39,0.92,0.5
WST,West Pharmaceutical Services,0.02,0.95,0.33
FAST,Fastenal,0.98,0.96,0.24
CCL,Carnival,1.02,0.96,0.35
HBAN,Huntington Bancshares,-0.17,0.97,0.2
CNP,CenterPoint Energy,1.61,0.97,0.21
HSY,Hershey Company (The),2.0,0.97,-0.16
DAL,Delta Air Lines,0.88,0.99,0.22
EMR,Emerson Electric,-1.24,0.99,0.65
MKTX,MarketAxess,0.43,1.0,0.27
ARE,Alexandria Real Estate Equities,0.47,1.01,0.31
AJG,Arthur J. Gallagher & Co.,2.24,1.03,0.11
HON,Honeywell,1.9,1.06,0.19
CINF,Cincinnati Financial,2.66,1.08,-0.05
PSA,Public Storage,1.76,1.09,0.1
