Code,Name,Return,Noise,Derivative
017800,현대엘리베이,-3.35,-9.96,-1.19
012510,더존비즈온,-7.5,-8.9,0.02
139480,이마트,0.16,-6.02,-0.24
031440,신세계푸드,1.48,-5.92,0.21
041510,에스엠,-3.03,-5.38,-0.42
067990,도이치모터스,0.11,-5.21,-0.88
016360,삼성증권,-0.23,-4.8,-0.82
068930,디지털대성,2.14,-4.68,-0.95
030210,KTB투자증권,-0.16,-4.62,0.52
300720,한일시멘트,-1.42,-4.31,-0.91
052400,코나아이,-8.79,-3.91,0.13
039490,키움증권,-0.17,-3.81,-0.63
010780,아이에스동서,-0.71,-3.69,-0.32
040420,정상제이엘에스,-0.49,-3.66,-0.63
030000,제일기획,-0.58,-3.42,-0.78
010620,현대미포조선,0.94,-3.34,-0.4
272550,삼양패키징,-0.06,-3.19,-0.21
001430,세아베스틸,-0.36,-3.12,-0.33
214320,이노션,-0.94,-3.1,-0.27
009240,한샘,-0.62,-3.07,-0.45
002960,한국쉘석유,0.0,-2.95,-0.38
078020,이베스트투자증권,0.13,-2.76,-0.46
192080,더블유게임즈,-0.38,-2.45,-0.25
007330,푸른저축은행,0.36,-2.42,-0.52
035600,KG이니시스,0.23,-2.37,-0.46
035900,JYP Ent.,-0.88,-2.33,-0.29
000080,하이트진로,-0.36,-2.3,-0.56
004910,조광페인트,-0.17,-2.29,-0.27
013120,동원개발,-1.07,-2.26,-0.19
003690,코리안리,-1.38,-2.14,-0.0
007310,오뚜기,0.26,-1.97,-0.35
069960,현대백화점,-0.43,-1.93,-0.32
298000,효성화학,-0.5,-1.88,-1.22
002810,삼영무역,0.16,-1.85,-0.26
035510,신세계 I&C,2.77,-1.85,1.46
003540,대신증권,0.44,-1.84,-0.16
020000,한섬,-0.48,-1.83,-0.19
294870,HDC현대산업개발,-0.06,-1.52,-0.44
120110,코오롱인더,0.54,-1.49,-0.55
008350,남선알미늄,0.59,-1.44,-0.54
006280,녹십자,0.06,-1.42,0.16
009540,한국조선해양,0.9,-1.42,0.37
097950,CJ제일제당,0.4,-1.37,-0.37
105630,한세실업,0.51,-1.36,-0.15
005850,에스엘,0.17,-1.29,-0.24
344820,KCC글라스,0.27,-1.27,-0.16
036570,엔씨소프트,0.58,-1.25,-0.69
034830,한국토지신탁,0.0,-1.24,-0.23
004170,신세계,-0.23,-1.21,-0.13
