Code,Name,Return,Noise,Derivative
034120,SBS,-1.67,-10.95,-1.34
013890,지누스,-1.38,-10.1,-1.69
190510,나무가,-1.98,-8.32,-0.65
067310,하나마이크론,-7.66,-8.05,-0.71
000660,SK하이닉스,-9.86,-8.01,0.64
220260,켐트로스,-2.03,-7.9,-0.78
330860,네패스아크,-6.73,-7.83,0.36
114810,아이원스,-6.61,-7.78,0.38
008250,이건산업,-8.26,-7.64,-1.06
083310,엘오티베큠,-6.9,-7.47,0.26
020150,일진머티리얼즈,-4.12,-7.33,-0.14
166090,하나머티리얼즈,-7.34,-7.18,-0.19
035510,신세계 I&C,-1.85,-6.75,-0.94
102120,어보브반도체,-6.4,-6.53,0.51
036930,주성엔지니어링,-4.08,-6.35,-0.31
074600,원익QnC,-6.97,-6.33,0.06
067160,아프리카TV,0.38,-6.13,-0.99
086390,유니테스트,-6.97,-6.09,0.72
192440,슈피겐코리아,-2.08,-6.07,-0.27
011790,SKC,-3.56,-5.86,0.36
033640,네패스,-4.32,-5.8,-0.17
014680,한솔케미칼,-3.44,-5.57,-0.24
092870,엑시콘,-2.77,-5.42,0.24
213420,덕산네오룩스,-2.3,-5.36,-0.72
006400,삼성SDI,-1.99,-5.06,-0.04
240810,원익IPS,-4.04,-5.05,0.08
014830,유니드,-1.8,-4.98,-0.32
265520,AP시스템,-6.44,-4.97,0.15
006110,삼아알미늄,-0.59,-4.96,-0.52
006280,녹십자,-0.93,-4.89,-1.03
011070,LG이노텍,0.07,-4.87,-0.42
010620,현대미포조선,-0.48,-4.63,-0.27
014820,동원시스템즈,-0.91,-4.55,-0.35
077360,덕산하이메탈,-3.97,-4.53,0.19
195870,해성디에스,-6.03,-4.44,0.08
011930,신성이엔지,-2.22,-4.44,-0.14
005290,동진쎄미켐,-5.4,-4.36,0.14
054620,APS홀딩스,-3.4,-4.35,-0.24
033290,코웰패션,-0.47,-4.32,-0.25
000990,DB하이텍,-4.71,-4.32,0.07
046440,KG모빌리언스,-0.88,-4.12,-0.4
005070,코스모신소재,0.57,-4.09,-0.27
161000,애경유화,-1.73,-4.01,-0.32
036540,SFA반도체,-4.53,-3.98,0.3
322000,현대에너지솔루션,-2.21,-3.72,-0.47
031440,신세계푸드,-1.09,-3.62,-0.4
383310,에코프로에이치엔,-1.46,-3.56,-0.39
298050,효성첨단소재,-1.34,-3.45,-0.12
230360,에코마케팅,-1.6,-3.37,0.02
001390,KG케미칼,-1.33,-3.36,0.1
178920,PI첨단소재,-2.13,-3.32,-0.17
088130,동아엘텍,-3.24,-3.22,-0.2
192080,더블유게임즈,-1.9,-3.22,0.12
051490,나라엠앤디,-2.62,-3.21,-0.03
104830,원익머트리얼즈,-2.44,-3.18,0.25
046890,서울반도체,-3.98,-3.17,0.1
138490,코오롱플라스틱,-2.21,-3.16,-0.02
248170,샘표식품,-0.63,-3.15,-0.31
052400,코나아이,-3.78,-3.07,-0.2
009410,태영건설,0.23,-2.93,-0.39
103140,풍산,-2.93,-2.88,0.14
095610,테스,-5.89,-2.86,0.62
031430,신세계인터내셔날,0.99,-2.85,-0.24
011090,에넥스,0.56,-2.81,-0.47
131970,테스나,-0.84,-2.78,0.22
317330,덕산테코피아,0.88,-2.76,-0.03
018470,조일알미늄,-1.34,-2.75,-0.12
198440,고려시멘트,-1.53,-2.72,-0.69
035890,서희건설,-2.22,-2.71,-0.31
267270,현대건설기계,-7.77,-2.7,0.43
004910,조광페인트,-1.65,-2.66,0.01
123690,한국화장품,-0.96,-2.64,-0.15
137310,에스디바이오센서,-3.1,-2.61,-0.0
298020,효성티앤씨,-3.66,-2.59,0.02
009540,한국조선해양,1.53,-2.55,-0.22
210980,SK디앤디,0.76,-2.54,-0.57
317400,자이에스앤디,-1.27,-2.52,-0.14
151860,KG ETS,-0.8,-2.49,0.14
194700,노바렉스,-0.28,-2.49,-0.42
011210,현대위아,-2.5,-2.43,-0.14
319660,피에스케이,-7.51,-2.42,0.53
096530,씨젠,-1.87,-2.37,-0.32
042700,한미반도체,-6.14,-2.35,0.9
002390,한독,-1.01,-2.3,-0.21
185750,종근당,1.29,-2.29,-0.5
005930,삼성전자,-2.42,-2.29,-0.07
036570,엔씨소프트,0.29,-2.27,-0.44
058430,포스코강판,-0.87,-2.26,-0.06
051910,LG화학,-0.84,-2.25,-0.0
003030,세아제강지주,-3.98,-2.17,1.22
004560,현대비앤지스틸,-0.79,-2.17,-0.05
003670,포스코케미칼,0.71,-2.17,-0.42
008350,남선알미늄,-2.03,-2.15,-0.28
090350,노루페인트,-0.66,-2.1,-0.17
148150,세경하이테크,1.72,-2.1,-0.16
001820,삼화콘덴서,-2.37,-2.09,0.17
068760,셀트리온제약,-0.56,-2.05,-0.25
079430,현대리바트,-1.57,-2.01,0.05
006740,영풍제지,-0.18,-1.97,-0.25
049720,고려신용정보,-1.63,-1.95,-0.18
267980,매일유업,-0.6,-1.95,-0.22
225190,삼양옵틱스,-2.6,-1.92,-0.23
090460,비에이치,-0.91,-1.88,-0.54
347740,피엔케이피부임상연구센타,0.0,-1.87,-0.12
149950,아바텍,-1.15,-1.84,0.11
122450,KMH,-0.17,-1.82,-0.18
002020,코오롱,-0.57,-1.8,-0.31
086520,에코프로,0.0,-1.76,-0.18
108670,LX하우시스,0.16,-1.73,-0.14
035600,KG이니시스,-1.15,-1.71,-0.15
100120,뷰웍스,-2.3,-1.69,0.33
010950,S-Oil,0.49,-1.65,-0.36
011170,롯데케미칼,-0.18,-1.65,-0.03
017890,한국알콜,-1.4,-1.64,0.03
030210,KTB투자증권,-1.52,-1.56,0.22
016380,KG동부제철,-0.34,-1.56,0.11
038290,마크로젠,-0.31,-1.52,-0.27
028670,팬오션,0.76,-1.5,-0.34
078350,한양디지텍,-2.99,-1.5,0.49
004960,한신공영,-2.07,-1.46,-0.22
012700,리드코프,-0.39,-1.41,-0.19
005380,현대차,0.49,-1.39,-0.55
010780,아이에스동서,-3.35,-1.38,0.13
267250,현대중공업지주,-1.54,-1.32,0.01
099320,쎄트렉아이,-4.74,-1.31,0.43
047050,포스코인터내셔널,-2.44,-1.31,-0.03
183190,아세아시멘트,-2.59,-1.29,0.19
272290,이녹스첨단소재,-2.34,-1.29,0.21
194480,데브시스터즈,1.57,-1.27,-0.39
010060,OCI,-1.37,-1.26,-0.09
344820,KCC글라스,-0.83,-1.19,-0.16
007330,푸른저축은행,-0.37,-1.16,-0.14
131220,대한과학,-1.71,-1.07,-0.06
272550,삼양패키징,-0.92,-1.04,-0.11
009830,한화솔루션,-1.64,-1.0,0.34
067990,도이치모터스,-0.71,-0.99,-0.15
285130,SK케미칼,-0.6,-0.96,-0.06
063160,종근당바이오,-2.01,-0.95,-0.1
336370,솔루스첨단소재,1.72,-0.94,1.07
001230,동국제강,-1.49,-0.93,0.07
171090,선익시스템,-3.89,-0.92,0.7
013120,동원개발,-0.22,-0.89,-0.26
001120,LX인터내셔널,0.6,-0.87,-0.1
293490,카카오게임즈,1.82,-0.85,-0.17
300720,한일시멘트,-0.71,-0.83,-0.04
001430,세아베스틸,-2.33,-0.82,0.45
005390,신성통상,-2.0,-0.73,0.23
028050,삼성엔지니어링,0.95,-0.72,0.23
040420,정상제이엘에스,-0.17,-0.72,-0.18
139480,이마트,1.9,-0.7,-0.21
000860,강남제비스코,-0.58,-0.7,-0.11
105630,한세실업,-1.28,-0.65,-0.06
