Code,Name,Return,Noise,Derivative
EIX,Edison International,-11.89,-27.39,-1.48
MRNA,Moderna,-16.8,-19.82,0.45
PCG,PG&E Corporation,-5.53,-17.63,-0.79
STZ,Constellation Brands,2.26,-13.54,-0.66
PLTR,Palantir Technologies,-3.39,-10.74,-0.9
SRE,Sempra,-2.27,-8.52,-0.62
AES,AES Corporation,-2.75,-8.06,-0.19
ON,ON Semiconductor,3.58,-8.05,-0.68
DELL,Dell Technologies,-4.01,-7.05,0.21
SMCI,Supermicro,-4.66,-5.53,0.71
PANW,Palo Alto Networks,-3.23,-5.3,-0.47
ORCL,Oracle Corporation,-0.38,-5.29,-0.39
LVS,Las Vegas Sands,-0.72,-5.24,-0.42
APO,Apollo Global Management,-0.38,-5.22,-0.3
NVDA,Nvidia,-1.97,-4.96,0.26
WBD,Warner Bros. Discovery,1.44,-4.91,-0.3
ULTA,Ulta Beauty,-3.42,-4.89,-0.34
ENPH,Enphase Energy,0.19,-4.86,-0.04
NEE,NextEra Energy,-0.62,-4.8,-0.29
SJM,J.M. Smucker Company (The),1.26,-4.76,-0.38
HSY,Hershey Company (The),-0.58,-4.5,-0.38
AMD,Advanced Micro Devices,1.1,-4.43,0.03
IVZ,Invesco,0.37,-4.4,-0.3
YUM,Yum! Brands,0.39,-4.27,-0.48
BEN,Franklin Resources,-0.68,-4.18,-0.31
CBRE,CBRE Group,-0.09,-4.17,-0.19
KKR,KKR,0.23,-4.11,-0.15
DLTR,Dollar Tree,-2.4,-3.98,-0.21
MKC,McCormick & Company,-0.21,-3.97,-0.33
BLK,BlackRock,-0.07,-3.93,-0.44
ADBE,Adobe Inc.,0.64,-3.9,-0.58
EQIX,Equinix,-0.02,-3.83,-0.1
CPB,Campbell Soup Company,2.33,-3.77,-0.5
MPWR,Monolithic Power Systems,-0.66,-3.71,0.17
CMG,Chipotle Mexican Grill,-0.42,-3.65,-0.41
NFLX,Netflix,0.31,-3.64,-0.36
CRWD,CrowdStrike,-2.12,-3.64,0.19
MDLZ,Mondelez International,-0.14,-3.62,-0.32
ERIE,Erie Indemnity,-0.17,-3.55,-0.32
GPN,Global Payments,1.05,-3.55,-0.13
KHC,Kraft Heinz,0.95,-3.51,-0.33
NOW,ServiceNow,-0.86,-3.48,-0.18
BX,Blackstone Inc.,0.56,-3.47,-0.1
GIS,General Mills,1.42,-3.47,-0.44
LW,Lamb Weston,0.2,-3.42,-0.6
CINF,Cincinnati Financial,0.25,-3.4,-0.25
DLR,Digital Realty,-0.82,-3.4,0.03
AKAM,Akamai Technologies,0.76,-3.39,-0.41
INTC,Intel,0.26,-3.37,-0.13
T,AT&T,-0.6,-3.35,-0.25
AIZ,Assurant,0.48,-3.34,-0.38
AAPL,Apple Inc.,-1.03,-3.3,-0.44
GM,General Motors,0.16,-3.23,-0.4
MTCH,Match Group,1.17,-3.22,-0.24
EW,Edwards Lifesciences,-3.17,-3.16,-0.14
PYPL,PayPal,0.76,-3.06,0.09
XEL,Xcel Energy,0.39,-3.05,-0.36
BXP,"BXP, Inc.",1.72,-3.0,-0.49
EG,Everest Group,-0.52,-2.97,0.02
DG,Dollar General,0.32,-2.96,-0.33
CDNS,Cadence Design Systems,-2.17,-2.9,-0.02
MNST,Monster Beverage,0.5,-2.9,-0.25
HOLX,Hologic,-1.97,-2.9,0.02
APH,Amphenol,-2.65,-2.86,0.1
IPG,Interpublic Group of Companies (The),0.68,-2.86,-0.18
ALL,Allstate,0.86,-2.8,-0.33
FRT,Federal Realty Investment Trust,1.54,-2.79,-0.56
MGM,MGM Resorts,1.44,-2.79,-0.43
VZ,Verizon,0.82,-2.74,-0.22
STT,State Street Corporation,0.58,-2.64,-0.16
TTWO,Take-Two Interactive,0.08,-2.64,-0.08
TRV,Travelers Companies (The),0.39,-2.62,-0.07
FSLR,First Solar,-2.98,-2.62,0.55
TAP,Molson Coors Beverage Company,2.61,-2.61,-0.43
CHTR,Charter Communications,0.88,-2.5,0.03
WDAY,"Workday, Inc.",-1.49,-2.48,-0.37
CRM,Salesforce,0.38,-2.43,-0.3
CCI,Crown Castle,1.66,-2.37,-0.33
PM,Philip Morris International,0.34,-2.33,-0.03
ADSK,Autodesk,-0.05,-2.33,-0.2
ABNB,Airbnb,-0.6,-2.32,-0.02
CAG,Conagra Brands,1.27,-2.26,-0.35
FICO,Fair Isaac,-0.29,-2.25,-0.32
CSGP,CoStar Group,-0.83,-2.22,-0.15
FDS,FactSet,0.41,-2.19,-0.43
ZBRA,Zebra Technologies,-1.0,-2.19,0.12
MCO,Moody's Corporation,1.12,-2.17,-0.17
PG,Procter & Gamble,0.18,-2.14,-0.39
CB,Chubb Limited,1.57,-2.14,-0.37
EMR,Emerson Electric,0.45,-2.14,-0.31
MSCI,MSCI,0.83,-2.12,-0.17
AVGO,Broadcom,0.44,-2.11,-0.26
DPZ,Domino's,1.94,-2.08,-0.17
WDC,Western Digital,-1.27,-2.08,0.56
VTRS,Viatris,1.11,-2.03,-0.38
