Code,Name,Return,Noise,Derivative
008250,이건산업,-2.03,-7.06,1.78
006280,녹십자,0.89,-7.05,-0.75
013890,지누스,-6.16,-6.48,0.16
214370,케어젠,-2.26,-6.31,-0.4
067310,하나마이크론,-13.82,-6.0,0.18
079950,인베니아,0.57,-5.78,-0.09
090460,비에이치,1.23,-5.48,-0.86
213420,덕산네오룩스,-1.01,-5.22,-0.11
225190,삼양옵틱스,-2.63,-5.0,-0.69
237690,에스티팜,-1.73,-4.8,-0.33
096530,씨젠,-2.23,-4.52,-0.82
005380,현대차,-1.42,-4.37,0.15
052400,코나아이,4.4,-4.28,-0.92
185750,종근당,-1.76,-3.73,-0.07
012330,현대모비스,-3.37,-3.47,0.01
002990,금호건설,-1.0,-3.43,-0.68
194700,노바렉스,-2.27,-3.43,-0.07
210980,SK디앤디,-1.7,-3.24,-0.4
035510,신세계 I&C,-1.3,-3.21,-0.47
036570,엔씨소프트,-2.26,-3.21,-0.37
010620,현대미포조선,0.78,-3.09,-0.26
009410,태영건설,-0.22,-2.95,-0.53
086280,현대글로비스,-1.57,-2.9,-0.04
294870,HDC현대산업개발,0.06,-2.84,-0.43
004960,한신공영,-0.64,-2.81,-0.28
194480,데브시스터즈,-2.48,-2.74,-0.01
000270,기아,-0.49,-2.66,0.16
035890,서희건설,-1.5,-2.64,-0.05
122990,와이솔,-0.97,-2.32,-0.37
088130,동아엘텍,0.15,-2.32,-0.49
006360,GS건설,0.29,-2.23,-0.45
051900,LG생활건강,-2.31,-2.16,-0.31
307950,현대오토에버,-1.16,-2.14,0.39
068760,셀트리온제약,-0.18,-1.99,-0.3
067990,도이치모터스,-0.35,-1.9,-0.32
143240,사람인에이치알,-0.57,-1.87,-0.08
067160,아프리카TV,-0.11,-1.84,-0.2
002020,코오롱,-1.77,-1.83,-0.07
063160,종근당바이오,0.0,-1.81,-0.15
010950,S-Oil,-4.29,-1.73,0.47
040420,정상제이엘에스,-0.51,-1.69,-0.18
005960,동부건설,0.41,-1.68,-0.29
010780,아이에스동서,0.78,-1.65,-0.64
002390,한독,-0.08,-1.63,-0.3
214320,이노션,0.05,-1.61,-0.31
005930,삼성전자,-0.56,-1.6,-0.42
011090,에넥스,-0.87,-1.57,-0.15
005870,휴니드,-1.6,-1.57,0.05
108670,LX하우시스,-0.16,-1.52,-0.14
034220,LG디스플레이,-0.11,-1.48,-0.37
013120,동원개발,-1.09,-1.45,-0.1
065350,신성델타테크,0.79,-1.38,-1.26
011070,LG이노텍,1.14,-1.38,-0.43
317400,자이에스앤디,-0.31,-1.37,-0.28
086790,하나금융지주,-0.17,-1.33,-0.04
267980,매일유업,-0.29,-1.31,-0.17
049720,고려신용정보,-1.11,-1.3,-0.09
054620,APS홀딩스,-1.1,-1.26,-0.09
014830,유니드,0.0,-1.26,-0.35
030000,제일기획,-1.17,-1.25,-0.09
241520,DSC인베스트먼트,-0.7,-1.22,-0.17
099320,쎄트렉아이,-1.6,-1.18,0.18
375500,DL이앤씨,0.33,-1.16,-0.33
006740,영풍제지,-0.35,-1.02,-0.38
190510,나무가,0.21,-1.02,-0.1
000860,강남제비스코,-0.38,-1.02,-0.06
038290,마크로젠,-1.59,-1.0,-0.01
100790,미래에셋벤처투자,-0.32,-0.99,-0.23
019210,와이지-원,-0.4,-0.96,-0.13
344820,KCC글라스,-0.54,-0.96,-0.09
028670,팬오션,-1.46,-0.94,0.12
105630,한세실업,0.3,-0.93,-0.32
263750,펄어비스,-0.18,-0.89,-0.08
079940,가비아,2.35,-0.89,-0.69
001120,LX인터내셔널,0.2,-0.87,-0.28
322000,현대에너지솔루션,-3.57,-0.87,0.87
042700,한미반도체,-3.91,-0.78,-0.37
272550,삼양패키징,-0.39,-0.78,-0.13
012510,더존비즈온,0.0,-0.77,0.09
035720,카카오,0.14,-0.77,-0.22
012700,리드코프,-0.38,-0.77,-0.14
198440,고려시멘트,-2.14,-0.76,0.85
068930,디지털대성,-0.15,-0.73,-0.03
039840,디오,-1.42,-0.73,0.09
041830,인바디,-2.67,-0.71,0.29
