Code,Name,Return,Noise,Derivative
FSLR,First Solar,-6.33,-8.05,-0.31
AES,AES Corporation,-5.28,-5.73,-0.51
ENPH,Enphase Energy,-2.94,-5.69,-0.83
EXPE,Expedia Group,-4.27,-5.46,0.09
EIX,Edison International,-6.33,-4.57,-1.28
APA,APA Corporation,-1.43,-4.47,0.29
ERIE,Erie Indemnity,-0.88,-4.38,-0.05
WBA,Walgreens Boots Alliance,2.2,-3.79,1.46
BKNG,Booking Holdings,-1.43,-3.56,-0.04
MRK,Merck & Co.,-0.58,-3.24,-0.15
CRL,Charles River Laboratories,-0.94,-3.21,-0.97
ALB,Albemarle Corporation,-4.04,-3.18,0.62
AAPL,Apple Inc.,0.53,-3.09,-0.45
OXY,Occidental Petroleum,-0.69,-3.04,0.05
FICO,Fair Isaac,-0.73,-2.86,-0.02
VTRS,Viatris,-1.68,-2.82,-0.41
STZ,Constellation Brands,-2.25,-2.68,-1.13
D,Dominion Energy,-5.33,-2.58,0.09
BG,Bunge Global,-0.92,-2.56,0.06
PCG,PG&E Corporation,-4.97,-2.47,-0.94
LVS,Las Vegas Sands,-3.0,-2.45,-0.82
LUV,Southwest Airlines,-4.24,-2.4,-0.12
ABBV,AbbVie,-1.98,-2.37,-0.28
JBHT,J.B. Hunt,0.28,-2.3,0.14
DVN,Devon Energy,-0.74,-2.27,0.54
REGN,Regeneron Pharmaceuticals,-1.13,-2.09,-0.39
EW,Edwards Lifesciences,-1.33,-2.06,-0.48
HSY,Hershey Company (The),-1.6,-2.04,-0.5
EBAY,eBay,-1.16,-2.0,-0.24
ES,Eversource Energy,-4.19,-1.98,0.16
CAG,Conagra Brands,-1.52,-1.96,-0.25
MAA,Mid-America Apartment Communities,-2.25,-1.86,0.07
KEY,KeyCorp,-1.93,-1.85,0.42
AWK,American Water Works,-3.68,-1.84,0.21
CMG,Chipotle Mexican Grill,-0.53,-1.79,-0.07
FCX,Freeport-McMoRan,-3.0,-1.73,0.15
FDX,FedEx,-1.87,-1.72,0.06
PFE,Pfizer,-2.36,-1.66,-0.18
EQR,Equity Residential,-2.5,-1.48,0.29
MDLZ,Mondelez International,-2.24,-1.44,-0.03
COP,ConocoPhillips,-1.17,-1.43,0.27
CF,CF Industries,-0.16,-1.4,0.67
UNH,UnitedHealth Group,-1.0,-1.33,0.05
UDR,"UDR, Inc.",-1.96,-1.33,0.07
HES,Hess Corporation,-2.07,-1.31,0.5
NEE,NextEra Energy,-3.33,-1.31,0.07
MPC,Marathon Petroleum,-2.13,-1.3,0.51
KMX,CarMax,-1.55,-1.29,-0.07
CPB,Campbell Soup Company,-1.95,-1.25,-0.01
ADM,Archer Daniels Midland,-1.37,-1.25,0.14
CINF,Cincinnati Financial,-1.51,-1.21,0.07
EOG,EOG Resources,-1.48,-1.14,0.46
ALL,Allstate,-2.37,-1.13,0.1
VRSN,Verisign,-1.56,-1.12,0.0
GNRC,Generac,-3.25,-1.11,0.12
AVB,AvalonBay Communities,-2.2,-1.11,0.24
KVUE,Kenvue,-0.24,-0.99,-0.02
VLO,Valero Energy,-3.19,-0.95,0.81
HAL,Halliburton,-3.56,-0.92,0.6
CPT,Camden Property Trust,-1.59,-0.87,0.15
BAC,Bank of America,-1.86,-0.87,0.14
DTE,DTE Energy,-2.95,-0.86,0.15
PSA,Public Storage,-2.12,-0.83,0.01
ESS,Essex Property Trust,-1.87,-0.83,0.35
MO,Altria,-1.28,-0.82,0.0
XOM,ExxonMobil,-1.74,-0.82,0.31
MNST,Monster Beverage,-0.02,-0.81,-0.26
PRU,Prudential Financial,-2.43,-0.78,0.13
CVX,Chevron Corporation,-1.16,-0.75,0.42
PGR,Progressive Corporation,-0.76,-0.74,0.07
BWA,BorgWarner,-2.84,-0.73,0.19
MCK,McKesson Corporation,-0.29,-0.68,0.05
STLD,Steel Dynamics,-1.44,-0.63,0.52
NUE,Nucor,-2.38,-0.62,0.32
INVH,Invitation Homes,-1.47,-0.57,0.1
SO,Southern Company,-2.61,-0.56,0.15
OKE,ONEOK,-3.23,-0.55,0.48
SBAC,SBA Communications,-2.92,-0.52,0.2
USB,U.S. Bancorp,-1.4,-0.47,0.16
STT,State Street Corporation,-1.85,-0.41,0.19
FOX,Fox Corporation (Class B),0.31,-0.4,-0.09
KO,Coca-Cola Company (The),-1.03,-0.4,0.13
ACGL,Arch Capital Group,-1.76,-0.39,0.27
FE,FirstEnergy,-2.14,-0.38,0.1
KR,Kroger,-0.47,-0.37,-0.04
ATO,Atmos Energy,-2.59,-0.37,0.34
CL,Colgate-Palmolive,-0.77,-0.36,0.11
JNJ,Johnson & Johnson,-1.94,-0.36,0.21
INTU,Intuit,0.37,-0.36,-0.15
AFL,Aflac,-1.96,-0.35,0.25
DGX,Quest Diagnostics,-0.75,-0.35,-0.09
BIIB,Biogen,1.26,-0.35,-0.57
CMS,CMS Energy,-2.49,-0.33,0.22
NCLH,Norwegian Cruise Line Holdings,-2.88,-0.32,0.26
FOXA,Fox Corporation (Class A),0.5,-0.3,-0.09
CLX,Clorox,-0.79,-0.28,0.02
VTR,Ventas,-3.2,-0.28,0.16
GPC,Genuine Parts Company,-2.01,-0.26,0.16
SPG,Simon Property Group,-1.74,-0.25,0.02
DAY,Dayforce,0.45,-0.24,-0.07
